clock,in1,in2,in3,in4,in5,output1,output2
61385,1,0,0,1,0,0,0
61386,0,1,0,1,0,1,1
61387,1,1,0,1,0,1,1
61388,0,0,1,1,0,0,0
61389,1,0,1,1,0,1,0
61390,0,1,1,1,0,0,0
61391,1,1,1,1,0,1,0
61392,0,0,0,0,1,0,1
61393,1,0,0,0,1,0,1
61394,0,1,0,0,1,1,1
61395,1,1,0,0,1,1,1
61396,0,0,1,0,1,0,1
61397,1,0,1,0,1,1,1
61398,0,1,1,0,1,1,1
61399,1,1,1,0,1,1,1
61400,0,0,0,1,1,0,1
61401,1,0,0,1,1,0,1
61402,0,1,0,1,1,1,1
61403,1,1,0,1,1,1,1
61404,0,0,1,1,1,0,0
61405,1,0,1,1,1,1,0
61406,0,1,1,1,1,0,0
61407,1,1,1,1,1,1,0
61408,0,0,0,0,0,0,0
61409,1,0,0,0,0,0,0
61410,0,1,0,0,0,1,1
61411,1,1,0,0,0,1,1
61412,0,0,1,0,0,0,0
61413,1,0,1,0,0,1,0
61414,0,1,1,0,0,1,1
61415,1,1,1,0,0,1,1
61416,0,0,0,1,0,0,0
61417,1,0,0,1,0,0,0
61418,0,1,0,1,0,1,1
61419,1,1,0,1,0,1,1
61420,0,0,1,1,0,0,0
61421,1,0,1,1,0,1,0
61422,0,1,1,1,0,0,0
61423,1,1,1,1,0,1,0
61424,0,0,0,0,1,0,1
61425,1,0,0,0,1,0,1
61426,0,1,0,0,1,1,1
61427,1,1,0,0,1,1,1
61428,0,0,1,0,1,0,1
61429,1,0,1,0,1,1,1
61430,0,1,1,0,1,1,1
61431,1,1,1,0,1,1,1
61432,0,0,0,1,1,0,1
61433,1,0,0,1,1,0,1
61434,0,1,0,1,1,1,1
61435,1,1,0,1,1,1,1
61436,0,0,1,1,1,0,0
61437,1,0,1,1,1,1,0
61438,0,1,1,1,1,0,0
61439,1,1,1,1,1,1,0
61440,0,0,0,0,0,0,0
61441,1,0,0,0,0,0,0
61442,0,1,0,0,0,1,1
61443,1,1,0,0,0,1,1
61444,0,0,1,0,0,0,0
61445,1,0,1,0,0,1,0
61446,0,1,1,0,0,1,1
61447,1,1,1,0,0,1,1
61448,0,0,0,1,0,0,0
61449,1,0,0,1,0,0,0
61450,0,1,0,1,0,1,1
61451,1,1,0,1,0,1,1
61452,0,0,1,1,0,0,0
61453,1,0,1,1,0,1,0
61454,0,1,1,1,0,0,0
61455,1,1,1,1,0,1,0
61456,0,0,0,0,1,0,1
61457,1,0,0,0,1,0,1
61458,0,1,0,0,1,1,1
61459,1,1,0,0,1,1,1
61460,0,0,1,0,1,0,1
61461,1,0,1,0,1,1,1
61462,0,1,1,0,1,1,1
61463,1,1,1,0,1,1,1
61464,0,0,0,1,1,0,1
61465,1,0,0,1,1,0,1
61466,0,1,0,1,1,1,1
61467,1,1,0,1,1,1,1
61468,0,0,1,1,1,0,0
61469,1,0,1,1,1,1,0
61470,0,1,1,1,1,0,0
61471,1,1,1,1,1,1,0
61472,0,0,0,0,0,0,0
61473,1,0,0,0,0,0,0
61474,0,1,0,0,0,1,1
61475,1,1,0,0,0,1,1
61476,0,0,1,0,0,0,0
61477,1,0,1,0,0,1,0
61478,0,1,1,0,0,1,1
61479,1,1,1,0,0,1,1
61480,0,0,0,1,0,0,0
61481,1,0,0,1,0,0,0
61482,0,1,0,1,0,1,1
61483,1,1,0,1,0,1,1
61484,0,0,1,1,0,0,0
61485,1,0,1,1,0,1,0
61486,0,1,1,1,0,0,0
61487,1,1,1,1,0,1,0
61488,0,0,0,0,1,0,1
61489,1,0,0,0,1,0,1
61490,0,1,0,0,1,1,1
61491,1,1,0,0,1,1,1
61492,0,0,1,0,1,0,1
61493,1,0,1,0,1,1,1
61494,0,1,1,0,1,1,1
61495,1,1,1,0,1,1,1
61496,0,0,0,1,1,0,1
61497,1,0,0,1,1,0,1
61498,0,1,0,1,1,1,1
61499,1,1,0,1,1,1,1
61500,0,0,1,1,1,0,0
61501,1,0,1,1,1,1,0
61502,0,1,1,1,1,0,0
61503,1,1,1,1,1,1,0
61504,0,0,0,0,0,0,0
61505,1,0,0,0,0,0,0
61506,0,1,0,0,0,1,1
61507,1,1,0,0,0,1,1
61508,0,0,1,0,0,0,0
61509,1,0,1,0,0,1,0
61510,0,1,1,0,0,1,1
61511,1,1,1,0,0,1,1
61512,0,0,0,1,0,0,0
61513,1,0,0,1,0,0,0
61514,0,1,0,1,0,1,1
61515,1,1,0,1,0,1,1
61516,0,0,1,1,0,0,0
61517,1,0,1,1,0,1,0
61518,0,1,1,1,0,0,0
61519,1,1,1,1,0,1,0
61520,0,0,0,0,1,0,1
61521,1,0,0,0,1,0,1
61522,0,1,0,0,1,1,1
61523,1,1,0,0,1,1,1
61524,0,0,1,0,1,0,1
61525,1,0,1,0,1,1,1
61526,0,1,1,0,1,1,1
61527,1,1,1,0,1,1,1
61528,0,0,0,1,1,0,1
61529,1,0,0,1,1,0,1
61530,0,1,0,1,1,1,1
61531,1,1,0,1,1,1,1
61532,0,0,1,1,1,0,0
61533,1,0,1,1,1,1,0
61534,0,1,1,1,1,0,0
61535,1,1,1,1,1,1,0
61536,0,0,0,0,0,0,0
61537,1,0,0,0,0,0,0
61538,0,1,0,0,0,1,1
61539,1,1,0,0,0,1,1
61540,0,0,1,0,0,0,0
61541,1,0,1,0,0,1,0
61542,0,1,1,0,0,1,1
61543,1,1,1,0,0,1,1
61544,0,0,0,1,0,0,0
61545,1,0,0,1,0,0,0
61546,0,1,0,1,0,1,1
61547,1,1,0,1,0,1,1
61548,0,0,1,1,0,0,0
61549,1,0,1,1,0,1,0
61550,0,1,1,1,0,0,0
61551,1,1,1,1,0,1,0
61552,0,0,0,0,1,0,1
61553,1,0,0,0,1,0,1
61554,0,1,0,0,1,1,1
61555,1,1,0,0,1,1,1
61556,0,0,1,0,1,0,1
61557,1,0,1,0,1,1,1
61558,0,1,1,0,1,1,1
61559,1,1,1,0,1,1,1
61560,0,0,0,1,1,0,1
61561,1,0,0,1,1,0,1
61562,0,1,0,1,1,1,1
61563,1,1,0,1,1,1,1
61564,0,0,1,1,1,0,0
61565,1,0,1,1,1,1,0
61566,0,1,1,1,1,0,0
61567,1,1,1,1,1,1,0
61568,0,0,0,0,0,0,0
61569,1,0,0,0,0,0,0
61570,0,1,0,0,0,1,1
61571,1,1,0,0,0,1,1
61572,0,0,1,0,0,0,0
61573,1,0,1,0,0,1,0
61574,0,1,1,0,0,1,1
61575,1,1,1,0,0,1,1
61576,0,0,0,1,0,0,0
61577,1,0,0,1,0,0,0
61578,0,1,0,1,0,1,1
61579,1,1,0,1,0,1,1
61580,0,0,1,1,0,0,0
61581,1,0,1,1,0,1,0
61582,0,1,1,1,0,0,0
61583,1,1,1,1,0,1,0
61584,0,0,0,0,1,0,1
61585,1,0,0,0,1,0,1
61586,0,1,0,0,1,1,1
61587,1,1,0,0,1,1,1
61588,0,0,1,0,1,0,1
61589,1,0,1,0,1,1,1
61590,0,1,1,0,1,1,1
61591,1,1,1,0,1,1,1
61592,0,0,0,1,1,0,1
61593,1,0,0,1,1,0,1
61594,0,1,0,1,1,1,1
61595,1,1,0,1,1,1,1
61596,0,0,1,1,1,0,0
61597,1,0,1,1,1,1,0
61598,0,1,1,1,1,0,0
61599,1,1,1,1,1,1,0
61600,0,0,0,0,0,0,0
61601,1,0,0,0,0,0,0
61602,0,1,0,0,0,1,1
61603,1,1,0,0,0,1,1
61604,0,0,1,0,0,0,0
61605,1,0,1,0,0,1,0
61606,0,1,1,0,0,1,1
61607,1,1,1,0,0,1,1
61608,0,0,0,1,0,0,0
61609,1,0,0,1,0,0,0
61610,0,1,0,1,0,1,1
61611,1,1,0,1,0,1,1
61612,0,0,1,1,0,0,0
61613,1,0,1,1,0,1,0
61614,0,1,1,1,0,0,0
61615,1,1,1,1,0,1,0
61616,0,0,0,0,1,0,1
61617,1,0,0,0,1,0,1
61618,0,1,0,0,1,1,1
61619,1,1,0,0,1,1,1
61620,0,0,1,0,1,0,1
61621,1,0,1,0,1,1,1
61622,0,1,1,0,1,1,1
61623,1,1,1,0,1,1,1
61624,0,0,0,1,1,0,1
61625,1,0,0,1,1,0,1
61626,0,1,0,1,1,1,1
61627,1,1,0,1,1,1,1
61628,0,0,1,1,1,0,0
61629,1,0,1,1,1,1,0
61630,0,1,1,1,1,0,0
61631,1,1,1,1,1,1,0
61632,0,0,0,0,0,0,0
61633,1,0,0,0,0,0,0
61634,0,1,0,0,0,1,1
61635,1,1,0,0,0,1,1
61636,0,0,1,0,0,0,0
61637,1,0,1,0,0,1,0
61638,0,1,1,0,0,1,1
61639,1,1,1,0,0,1,1
61640,0,0,0,1,0,0,0
61641,1,0,0,1,0,0,0
61642,0,1,0,1,0,1,1
61643,1,1,0,1,0,1,1
61644,0,0,1,1,0,0,0
61645,1,0,1,1,0,1,0
61646,0,1,1,1,0,0,0
61647,1,1,1,1,0,1,0
61648,0,0,0,0,1,0,1
61649,1,0,0,0,1,0,1
61650,0,1,0,0,1,1,1
61651,1,1,0,0,1,1,1
61652,0,0,1,0,1,0,1
61653,1,0,1,0,1,1,1
61654,0,1,1,0,1,1,1
61655,1,1,1,0,1,1,1
61656,0,0,0,1,1,0,1
61657,1,0,0,1,1,0,1
61658,0,1,0,1,1,1,1
61659,1,1,0,1,1,1,1
61660,0,0,1,1,1,0,0
61661,1,0,1,1,1,1,0
61662,0,1,1,1,1,0,0
61663,1,1,1,1,1,1,0
61664,0,0,0,0,0,0,0
61665,1,0,0,0,0,0,0
61666,0,1,0,0,0,1,1
61667,1,1,0,0,0,1,1
61668,0,0,1,0,0,0,0
61669,1,0,1,0,0,1,0
61670,0,1,1,0,0,1,1
61671,1,1,1,0,0,1,1
61672,0,0,0,1,0,0,0
61673,1,0,0,1,0,0,0
61674,0,1,0,1,0,1,1
61675,1,1,0,1,0,1,1
61676,0,0,1,1,0,0,0
61677,1,0,1,1,0,1,0
61678,0,1,1,1,0,0,0
61679,1,1,1,1,0,1,0
61680,0,0,0,0,1,0,1
61681,1,0,0,0,1,0,1
61682,0,1,0,0,1,1,1
61683,1,1,0,0,1,1,1
61684,0,0,1,0,1,0,1
61685,1,0,1,0,1,1,1
61686,0,1,1,0,1,1,1
61687,1,1,1,0,1,1,1
61688,0,0,0,1,1,0,1
61689,1,0,0,1,1,0,1
61690,0,1,0,1,1,1,1
61691,1,1,0,1,1,1,1
61692,0,0,1,1,1,0,0
61693,1,0,1,1,1,1,0
61694,0,1,1,1,1,0,0
61695,1,1,1,1,1,1,0
61696,0,0,0,0,0,0,0
61697,1,0,0,0,0,0,0
61698,0,1,0,0,0,1,1
61699,1,1,0,0,0,1,1
61700,0,0,1,0,0,0,0
61701,1,0,1,0,0,1,0
61702,0,1,1,0,0,1,1
61703,1,1,1,0,0,1,1
61704,0,0,0,1,0,0,0
61705,1,0,0,1,0,0,0
61706,0,1,0,1,0,1,1
61707,1,1,0,1,0,1,1
61708,0,0,1,1,0,0,0
61709,1,0,1,1,0,1,0
61710,0,1,1,1,0,0,0
61711,1,1,1,1,0,1,0
61712,0,0,0,0,1,0,1
61713,1,0,0,0,1,0,1
61714,0,1,0,0,1,1,1
61715,1,1,0,0,1,1,1
61716,0,0,1,0,1,0,1
61717,1,0,1,0,1,1,1
61718,0,1,1,0,1,1,1
61719,1,1,1,0,1,1,1
61720,0,0,0,1,1,0,1
61721,1,0,0,1,1,0,1
61722,0,1,0,1,1,1,1
61723,1,1,0,1,1,1,1
61724,0,0,1,1,1,0,0
61725,1,0,1,1,1,1,0
61726,0,1,1,1,1,0,0
61727,1,1,1,1,1,1,0
61728,0,0,0,0,0,0,0
61729,1,0,0,0,0,0,0
61730,0,1,0,0,0,1,1
61731,1,1,0,0,0,1,1
61732,0,0,1,0,0,0,0
61733,1,0,1,0,0,1,0
61734,0,1,1,0,0,1,1
61735,1,1,1,0,0,1,1
61736,0,0,0,1,0,0,0
61737,1,0,0,1,0,0,0
61738,0,1,0,1,0,1,1
61739,1,1,0,1,0,1,1
61740,0,0,1,1,0,0,0
61741,1,0,1,1,0,1,0
61742,0,1,1,1,0,0,0
61743,1,1,1,1,0,1,0
61744,0,0,0,0,1,0,1
61745,1,0,0,0,1,0,1
61746,0,1,0,0,1,1,1
61747,1,1,0,0,1,1,1
61748,0,0,1,0,1,0,1
61749,1,0,1,0,1,1,1
61750,0,1,1,0,1,1,1
61751,1,1,1,0,1,1,1
61752,0,0,0,1,1,0,1
61753,1,0,0,1,1,0,1
61754,0,1,0,1,1,1,1
61755,1,1,0,1,1,1,1
61756,0,0,1,1,1,0,0
61757,1,0,1,1,1,1,0
61758,0,1,1,1,1,0,0
61759,1,1,1,1,1,1,0
61760,0,0,0,0,0,0,0
61761,1,0,0,0,0,0,0
61762,0,1,0,0,0,1,1
61763,1,1,0,0,0,1,1
61764,0,0,1,0,0,0,0
61765,1,0,1,0,0,1,0
61766,0,1,1,0,0,1,1
61767,1,1,1,0,0,1,1
61768,0,0,0,1,0,0,0
61769,1,0,0,1,0,0,0
61770,0,1,0,1,0,1,1
61771,1,1,0,1,0,1,1
61772,0,0,1,1,0,0,0
61773,1,0,1,1,0,1,0
61774,0,1,1,1,0,0,0
61775,1,1,1,1,0,1,0
61776,0,0,0,0,1,0,1
61777,1,0,0,0,1,0,1
61778,0,1,0,0,1,1,1
61779,1,1,0,0,1,1,1
61780,0,0,1,0,1,0,1
61781,1,0,1,0,1,1,1
61782,0,1,1,0,1,1,1
61783,1,1,1,0,1,1,1
61784,0,0,0,1,1,0,1
61785,1,0,0,1,1,0,1
61786,0,1,0,1,1,1,1
61787,1,1,0,1,1,1,1
61788,0,0,1,1,1,0,0
61789,1,0,1,1,1,1,0
61790,0,1,1,1,1,0,0
61791,1,1,1,1,1,1,0
61792,0,0,0,0,0,0,0
61793,1,0,0,0,0,0,0
61794,0,1,0,0,0,1,1
61795,1,1,0,0,0,1,1
61796,0,0,1,0,0,0,0
61797,1,0,1,0,0,1,0
61798,0,1,1,0,0,1,1
61799,1,1,1,0,0,1,1
61800,0,0,0,1,0,0,0
61801,1,0,0,1,0,0,0
61802,0,1,0,1,0,1,1
61803,1,1,0,1,0,1,1
61804,0,0,1,1,0,0,0
61805,1,0,1,1,0,1,0
61806,0,1,1,1,0,0,0
61807,1,1,1,1,0,1,0
61808,0,0,0,0,1,0,1
61809,1,0,0,0,1,0,1
61810,0,1,0,0,1,1,1
61811,1,1,0,0,1,1,1
61812,0,0,1,0,1,0,1
61813,1,0,1,0,1,1,1
61814,0,1,1,0,1,1,1
61815,1,1,1,0,1,1,1
61816,0,0,0,1,1,0,1
61817,1,0,0,1,1,0,1
61818,0,1,0,1,1,1,1
61819,1,1,0,1,1,1,1
61820,0,0,1,1,1,0,0
61821,1,0,1,1,1,1,0
61822,0,1,1,1,1,0,0
61823,1,1,1,1,1,1,0
61824,0,0,0,0,0,0,0
61825,1,0,0,0,0,0,0
61826,0,1,0,0,0,1,1
61827,1,1,0,0,0,1,1
61828,0,0,1,0,0,0,0
61829,1,0,1,0,0,1,0
61830,0,1,1,0,0,1,1
61831,1,1,1,0,0,1,1
61832,0,0,0,1,0,0,0
61833,1,0,0,1,0,0,0
61834,0,1,0,1,0,1,1
61835,1,1,0,1,0,1,1
61836,0,0,1,1,0,0,0
61837,1,0,1,1,0,1,0
61838,0,1,1,1,0,0,0
61839,1,1,1,1,0,1,0
61840,0,0,0,0,1,0,1
61841,1,0,0,0,1,0,1
61842,0,1,0,0,1,1,1
61843,1,1,0,0,1,1,1
61844,0,0,1,0,1,0,1
61845,1,0,1,0,1,1,1
61846,0,1,1,0,1,1,1
61847,1,1,1,0,1,1,1
61848,0,0,0,1,1,0,1
61849,1,0,0,1,1,0,1
61850,0,1,0,1,1,1,1
61851,1,1,0,1,1,1,1
61852,0,0,1,1,1,0,0
61853,1,0,1,1,1,1,0
61854,0,1,1,1,1,0,0
61855,1,1,1,1,1,1,0
61856,0,0,0,0,0,0,0
61857,1,0,0,0,0,0,0
61858,0,1,0,0,0,1,1
61859,1,1,0,0,0,1,1
61860,0,0,1,0,0,0,0
61861,1,0,1,0,0,1,0
61862,0,1,1,0,0,1,1
61863,1,1,1,0,0,1,1
61864,0,0,0,1,0,0,0
61865,1,0,0,1,0,0,0
61866,0,1,0,1,0,1,1
61867,1,1,0,1,0,1,1
61868,0,0,1,1,0,0,0
61869,1,0,1,1,0,1,0
61870,0,1,1,1,0,0,0
61871,1,1,1,1,0,1,0
61872,0,0,0,0,1,0,1
61873,1,0,0,0,1,0,1
61874,0,1,0,0,1,1,1
61875,1,1,0,0,1,1,1
61876,0,0,1,0,1,0,1
61877,1,0,1,0,1,1,1
61878,0,1,1,0,1,1,1
61879,1,1,1,0,1,1,1
61880,0,0,0,1,1,0,1
61881,1,0,0,1,1,0,1
61882,0,1,0,1,1,1,1
61883,1,1,0,1,1,1,1
61884,0,0,1,1,1,0,0
61885,1,0,1,1,1,1,0
61886,0,1,1,1,1,0,0
61887,1,1,1,1,1,1,0
61888,0,0,0,0,0,0,0
61889,1,0,0,0,0,0,0
61890,0,1,0,0,0,1,1
61891,1,1,0,0,0,1,1
61892,0,0,1,0,0,0,0
61893,1,0,1,0,0,1,0
61894,0,1,1,0,0,1,1
61895,1,1,1,0,0,1,1
61896,0,0,0,1,0,0,0
61897,1,0,0,1,0,0,0
61898,0,1,0,1,0,1,1
61899,1,1,0,1,0,1,1
61900,0,0,1,1,0,0,0
61901,1,0,1,1,0,1,0
61902,0,1,1,1,0,0,0
61903,1,1,1,1,0,1,0
61904,0,0,0,0,1,0,1
61905,1,0,0,0,1,0,1
61906,0,1,0,0,1,1,1
61907,1,1,0,0,1,1,1
61908,0,0,1,0,1,0,1
61909,1,0,1,0,1,1,1
61910,0,1,1,0,1,1,1
61911,1,1,1,0,1,1,1
61912,0,0,0,1,1,0,1
61913,1,0,0,1,1,0,1
61914,0,1,0,1,1,1,1
61915,1,1,0,1,1,1,1
61916,0,0,1,1,1,0,0
61917,1,0,1,1,1,1,0
61918,0,1,1,1,1,0,0
61919,1,1,1,1,1,1,0
61920,0,0,0,0,0,0,0
61921,1,0,0,0,0,0,0
61922,0,1,0,0,0,1,1
61923,1,1,0,0,0,1,1
61924,0,0,1,0,0,0,0
61925,1,0,1,0,0,1,0
61926,0,1,1,0,0,1,1
61927,1,1,1,0,0,1,1
61928,0,0,0,1,0,0,0
61929,1,0,0,1,0,0,0
61930,0,1,0,1,0,1,1
61931,1,1,0,1,0,1,1
61932,0,0,1,1,0,0,0
61933,1,0,1,1,0,1,0
61934,0,1,1,1,0,0,0
61935,1,1,1,1,0,1,0
61936,0,0,0,0,1,0,1
61937,1,0,0,0,1,0,1
61938,0,1,0,0,1,1,1
61939,1,1,0,0,1,1,1
61940,0,0,1,0,1,0,1
61941,1,0,1,0,1,1,1
61942,0,1,1,0,1,1,1
61943,1,1,1,0,1,1,1
61944,0,0,0,1,1,0,1
61945,1,0,0,1,1,0,1
61946,0,1,0,1,1,1,1
61947,1,1,0,1,1,1,1
61948,0,0,1,1,1,0,0
61949,1,0,1,1,1,1,0
61950,0,1,1,1,1,0,0
61951,1,1,1,1,1,1,0
61952,0,0,0,0,0,0,0
61953,1,0,0,0,0,0,0
61954,0,1,0,0,0,1,1
61955,1,1,0,0,0,1,1
61956,0,0,1,0,0,0,0
61957,1,0,1,0,0,1,0
61958,0,1,1,0,0,1,1
61959,1,1,1,0,0,1,1
61960,0,0,0,1,0,0,0
61961,1,0,0,1,0,0,0
61962,0,1,0,1,0,1,1
61963,1,1,0,1,0,1,1
61964,0,0,1,1,0,0,0
61965,1,0,1,1,0,1,0
61966,0,1,1,1,0,0,0
61967,1,1,1,1,0,1,0
61968,0,0,0,0,1,0,1
61969,1,0,0,0,1,0,1
61970,0,1,0,0,1,1,1
61971,1,1,0,0,1,1,1
61972,0,0,1,0,1,0,1
61973,1,0,1,0,1,1,1
61974,0,1,1,0,1,1,1
61975,1,1,1,0,1,1,1
61976,0,0,0,1,1,0,1
61977,1,0,0,1,1,0,1
61978,0,1,0,1,1,1,1
61979,1,1,0,1,1,1,1
61980,0,0,1,1,1,0,0
61981,1,0,1,1,1,1,0
61982,0,1,1,1,1,0,0
61983,1,1,1,1,1,1,0
61984,0,0,0,0,0,0,0
61985,1,0,0,0,0,0,0
61986,0,1,0,0,0,1,1
61987,1,1,0,0,0,1,1
61988,0,0,1,0,0,0,0
61989,1,0,1,0,0,1,0
61990,0,1,1,0,0,1,1
61991,1,1,1,0,0,1,1
61992,0,0,0,1,0,0,0
61993,1,0,0,1,0,0,0
61994,0,1,0,1,0,1,1
61995,1,1,0,1,0,1,1
61996,0,0,1,1,0,0,0
61997,1,0,1,1,0,1,0
61998,0,1,1,1,0,0,0
61999,1,1,1,1,0,1,0
62000,0,0,0,0,1,0,1
62001,1,0,0,0,1,0,1
62002,0,1,0,0,1,1,1
62003,1,1,0,0,1,1,1
62004,0,0,1,0,1,0,1
62005,1,0,1,0,1,1,1
62006,0,1,1,0,1,1,1
62007,1,1,1,0,1,1,1
62008,0,0,0,1,1,0,1
62009,1,0,0,1,1,0,1
62010,0,1,0,1,1,1,1
62011,1,1,0,1,1,1,1
62012,0,0,1,1,1,0,0
62013,1,0,1,1,1,1,0
62014,0,1,1,1,1,0,0
62015,1,1,1,1,1,1,0
62016,0,0,0,0,0,0,0
62017,1,0,0,0,0,0,0
62018,0,1,0,0,0,1,1
62019,1,1,0,0,0,1,1
62020,0,0,1,0,0,0,0
62021,1,0,1,0,0,1,0
62022,0,1,1,0,0,1,1
62023,1,1,1,0,0,1,1
62024,0,0,0,1,0,0,0
62025,1,0,0,1,0,0,0
62026,0,1,0,1,0,1,1
62027,1,1,0,1,0,1,1
62028,0,0,1,1,0,0,0
62029,1,0,1,1,0,1,0
62030,0,1,1,1,0,0,0
62031,1,1,1,1,0,1,0
62032,0,0,0,0,1,0,1
62033,1,0,0,0,1,0,1
62034,0,1,0,0,1,1,1
62035,1,1,0,0,1,1,1
62036,0,0,1,0,1,0,1
62037,1,0,1,0,1,1,1
62038,0,1,1,0,1,1,1
62039,1,1,1,0,1,1,1
62040,0,0,0,1,1,0,1
62041,1,0,0,1,1,0,1
62042,0,1,0,1,1,1,1
62043,1,1,0,1,1,1,1
62044,0,0,1,1,1,0,0
62045,1,0,1,1,1,1,0
62046,0,1,1,1,1,0,0
62047,1,1,1,1,1,1,0
62048,0,0,0,0,0,0,0
62049,1,0,0,0,0,0,0
62050,0,1,0,0,0,1,1
62051,1,1,0,0,0,1,1
62052,0,0,1,0,0,0,0
62053,1,0,1,0,0,1,0
62054,0,1,1,0,0,1,1
62055,1,1,1,0,0,1,1
62056,0,0,0,1,0,0,0
62057,1,0,0,1,0,0,0
62058,0,1,0,1,0,1,1
62059,1,1,0,1,0,1,1
62060,0,0,1,1,0,0,0
62061,1,0,1,1,0,1,0
62062,0,1,1,1,0,0,0
62063,1,1,1,1,0,1,0
62064,0,0,0,0,1,0,1
62065,1,0,0,0,1,0,1
62066,0,1,0,0,1,1,1
62067,1,1,0,0,1,1,1
62068,0,0,1,0,1,0,1
62069,1,0,1,0,1,1,1
62070,0,1,1,0,1,1,1
62071,1,1,1,0,1,1,1
62072,0,0,0,1,1,0,1
62073,1,0,0,1,1,0,1
62074,0,1,0,1,1,1,1
62075,1,1,0,1,1,1,1
62076,0,0,1,1,1,0,0
62077,1,0,1,1,1,1,0
62078,0,1,1,1,1,0,0
62079,1,1,1,1,1,1,0
62080,0,0,0,0,0,0,0
62081,1,0,0,0,0,0,0
62082,0,1,0,0,0,1,1
62083,1,1,0,0,0,1,1
62084,0,0,1,0,0,0,0
62085,1,0,1,0,0,1,0
62086,0,1,1,0,0,1,1
62087,1,1,1,0,0,1,1
62088,0,0,0,1,0,0,0
62089,1,0,0,1,0,0,0
62090,0,1,0,1,0,1,1
62091,1,1,0,1,0,1,1
62092,0,0,1,1,0,0,0
62093,1,0,1,1,0,1,0
62094,0,1,1,1,0,0,0
62095,1,1,1,1,0,1,0
62096,0,0,0,0,1,0,1
62097,1,0,0,0,1,0,1
62098,0,1,0,0,1,1,1
62099,1,1,0,0,1,1,1
62100,0,0,1,0,1,0,1
62101,1,0,1,0,1,1,1
62102,0,1,1,0,1,1,1
62103,1,1,1,0,1,1,1
62104,0,0,0,1,1,0,1
62105,1,0,0,1,1,0,1
62106,0,1,0,1,1,1,1
62107,1,1,0,1,1,1,1
62108,0,0,1,1,1,0,0
62109,1,0,1,1,1,1,0
62110,0,1,1,1,1,0,0
62111,1,1,1,1,1,1,0
62112,0,0,0,0,0,0,0
62113,1,0,0,0,0,0,0
62114,0,1,0,0,0,1,1
62115,1,1,0,0,0,1,1
62116,0,0,1,0,0,0,0
62117,1,0,1,0,0,1,0
62118,0,1,1,0,0,1,1
62119,1,1,1,0,0,1,1
62120,0,0,0,1,0,0,0
62121,1,0,0,1,0,0,0
62122,0,1,0,1,0,1,1
62123,1,1,0,1,0,1,1
62124,0,0,1,1,0,0,0
62125,1,0,1,1,0,1,0
62126,0,1,1,1,0,0,0
62127,1,1,1,1,0,1,0
62128,0,0,0,0,1,0,1
62129,1,0,0,0,1,0,1
62130,0,1,0,0,1,1,1
62131,1,1,0,0,1,1,1
62132,0,0,1,0,1,0,1
62133,1,0,1,0,1,1,1
62134,0,1,1,0,1,1,1
62135,1,1,1,0,1,1,1
62136,0,0,0,1,1,0,1
62137,1,0,0,1,1,0,1
62138,0,1,0,1,1,1,1
62139,1,1,0,1,1,1,1
62140,0,0,1,1,1,0,0
62141,1,0,1,1,1,1,0
62142,0,1,1,1,1,0,0
62143,1,1,1,1,1,1,0
62144,0,0,0,0,0,0,0
62145,1,0,0,0,0,0,0
62146,0,1,0,0,0,1,1
62147,1,1,0,0,0,1,1
62148,0,0,1,0,0,0,0
62149,1,0,1,0,0,1,0
62150,0,1,1,0,0,1,1
62151,1,1,1,0,0,1,1
62152,0,0,0,1,0,0,0
62153,1,0,0,1,0,0,0
62154,0,1,0,1,0,1,1
62155,1,1,0,1,0,1,1
62156,0,0,1,1,0,0,0
62157,1,0,1,1,0,1,0
62158,0,1,1,1,0,0,0
62159,1,1,1,1,0,1,0
62160,0,0,0,0,1,0,1
62161,1,0,0,0,1,0,1
62162,0,1,0,0,1,1,1
62163,1,1,0,0,1,1,1
62164,0,0,1,0,1,0,1
62165,1,0,1,0,1,1,1
62166,0,1,1,0,1,1,1
62167,1,1,1,0,1,1,1
62168,0,0,0,1,1,0,1
62169,1,0,0,1,1,0,1
62170,0,1,0,1,1,1,1
62171,1,1,0,1,1,1,1
62172,0,0,1,1,1,0,0
62173,1,0,1,1,1,1,0
62174,0,1,1,1,1,0,0
62175,1,1,1,1,1,1,0
62176,0,0,0,0,0,0,0
62177,1,0,0,0,0,0,0
62178,0,1,0,0,0,1,1
62179,1,1,0,0,0,1,1
62180,0,0,1,0,0,0,0
62181,1,0,1,0,0,1,0
62182,0,1,1,0,0,1,1
62183,1,1,1,0,0,1,1
62184,0,0,0,1,0,0,0
62185,1,0,0,1,0,0,0
62186,0,1,0,1,0,1,1
62187,1,1,0,1,0,1,1
62188,0,0,1,1,0,0,0
62189,1,0,1,1,0,1,0
62190,0,1,1,1,0,0,0
62191,1,1,1,1,0,1,0
62192,0,0,0,0,1,0,1
62193,1,0,0,0,1,0,1
62194,0,1,0,0,1,1,1
62195,1,1,0,0,1,1,1
62196,0,0,1,0,1,0,1
62197,1,0,1,0,1,1,1
62198,0,1,1,0,1,1,1
62199,1,1,1,0,1,1,1
62200,0,0,0,1,1,0,1
62201,1,0,0,1,1,0,1
62202,0,1,0,1,1,1,1
62203,1,1,0,1,1,1,1
62204,0,0,1,1,1,0,0
62205,1,0,1,1,1,1,0
62206,0,1,1,1,1,0,0
