,time,input,outputchanged,correct
23132,23132,0,10,0
23133,23133,1,15,1
23134,23134,0,15,1
23135,23135,1,31,0
23136,23136,0,8,0
23137,23137,1,17,1
23138,23138,0,17,1
23139,23139,1,18,1
23140,23140,0,18,1
23141,23141,1,19,1
23142,23142,0,19,1
23143,23143,1,22,0
23144,23144,0,22,0
23145,23145,1,21,1
23146,23146,0,17,0
23147,23147,1,22,1
23148,23148,0,22,1
23149,23149,1,23,1
23150,23150,0,8,0
23151,23151,1,24,1
23152,23152,0,24,1
23153,23153,1,25,1
23154,23154,0,14,0
23155,23155,1,26,1
23156,23156,0,26,1
23157,23157,1,27,1
23158,23158,0,22,0
23159,23159,1,15,0
23160,23160,0,28,1
23161,23161,1,29,1
23162,23162,0,9,0
23163,23163,1,20,0
23164,23164,0,30,1
23165,23165,1,31,1
23166,23166,0,25,0
23167,23167,1,0,1
23168,23168,0,0,1
23169,23169,1,1,1
23170,23170,0,1,1
23171,23171,1,2,1
23172,23172,0,2,1
23173,23173,1,29,0
23174,23174,0,31,0
23175,23175,1,4,1
23176,23176,0,4,1
23177,23177,1,14,0
23178,23178,0,5,1
23179,23179,1,6,1
23180,23180,0,27,0
23181,23181,1,7,1
23182,23182,0,7,1
23183,23183,1,31,0
23184,23184,0,8,1
23185,23185,1,9,1
23186,23186,0,9,1
23187,23187,1,10,1
23188,23188,0,15,0
23189,23189,1,11,1
23190,23190,0,11,1
23191,23191,1,6,0
23192,23192,0,12,1
23193,23193,1,13,1
23194,23194,0,13,1
23195,23195,1,31,0
23196,23196,0,14,1
23197,23197,1,15,1
23198,23198,0,15,1
23199,23199,1,5,0
23200,23200,0,28,0
23201,23201,1,17,1
23202,23202,0,17,1
23203,23203,1,18,1
23204,23204,0,19,0
23205,23205,1,8,0
23206,23206,0,19,1
23207,23207,1,6,0
23208,23208,0,13,0
23209,23209,1,30,0
23210,23210,0,21,1
23211,23211,1,22,1
23212,23212,0,11,0
23213,23213,1,6,0
23214,23214,0,23,1
23215,23215,1,24,1
23216,23216,0,24,1
23217,23217,1,25,1
23218,23218,0,23,0
23219,23219,1,26,1
23220,23220,0,26,1
23221,23221,1,27,1
23222,23222,0,28,0
23223,23223,1,28,1
23224,23224,0,0,0
23225,23225,1,29,1
23226,23226,0,14,0
23227,23227,1,30,1
23228,23228,0,30,1
23229,23229,1,31,1
23230,23230,0,31,1
23231,23231,1,27,0
23232,23232,0,0,1
23233,23233,1,1,1
23234,23234,0,1,1
23235,23235,1,11,0
23236,23236,0,7,0
23237,23237,1,24,0
23238,23238,0,3,1
23239,23239,1,22,0
23240,23240,0,4,1
23241,23241,1,0,0
23242,23242,0,5,1
23243,23243,1,6,1
23244,23244,0,6,1
23245,23245,1,7,1
23246,23246,0,7,1
23247,23247,1,8,1
23248,23248,0,28,0
23249,23249,1,9,1
23250,23250,0,9,1
23251,23251,1,7,0
23252,23252,0,10,1
23253,23253,1,27,0
23254,23254,0,11,1
23255,23255,1,6,0
23256,23256,0,13,0
23257,23257,1,28,0
23258,23258,0,5,0
23259,23259,1,14,1
23260,23260,0,19,0
23261,23261,1,15,1
23262,23262,0,27,0
23263,23263,1,16,1
23264,23264,0,16,1
23265,23265,1,5,0
23266,23266,0,20,0
23267,23267,1,16,0
23268,23268,0,18,1
23269,23269,1,19,1
23270,23270,0,30,0
23271,23271,1,20,1
23272,23272,0,20,1
23273,23273,1,21,1
23274,23274,0,0,0
23275,23275,1,24,0
23276,23276,0,0,0
23277,23277,1,2,0
23278,23278,0,29,0
23279,23279,1,24,1
23280,23280,0,7,0
23281,23281,1,25,1
23282,23282,0,27,0
23283,23283,1,31,0
23284,23284,0,26,1
23285,23285,1,11,0
23286,23286,0,27,1
23287,23287,1,28,1
23288,23288,0,28,1
23289,23289,1,16,0
23290,23290,0,29,1
23291,23291,1,31,0
23292,23292,0,12,0
23293,23293,1,31,1
23294,23294,0,31,1
23295,23295,1,0,1
23296,23296,0,0,1
23297,23297,1,1,1
23298,23298,0,22,0
23299,23299,1,13,0
23300,23300,0,2,1
23301,23301,1,3,1
23302,23302,0,4,0
23303,23303,1,4,1
23304,23304,0,3,0
23305,23305,1,25,0
23306,23306,0,5,1
23307,23307,1,6,1
23308,23308,0,6,1
23309,23309,1,7,1
23310,23310,0,7,1
23311,23311,1,8,1
23312,23312,0,30,0
23313,23313,1,9,1
23314,23314,0,9,1
23315,23315,1,28,0
23316,23316,0,10,1
23317,23317,1,28,0
23318,23318,0,11,1
23319,23319,1,0,0
23320,23320,0,12,1
23321,23321,1,13,1
23322,23322,0,19,0
23323,23323,1,14,1
23324,23324,0,14,1
23325,23325,1,15,1
23326,23326,0,13,0
23327,23327,1,31,0
23328,23328,0,16,1
23329,23329,1,2,0
23330,23330,0,17,1
23331,23331,1,18,1
23332,23332,0,18,1
23333,23333,1,19,1
23334,23334,0,19,1
23335,23335,1,20,1
23336,23336,0,20,1
23337,23337,1,21,1
23338,23338,0,21,1
23339,23339,1,22,1
23340,23340,0,14,0
23341,23341,1,23,1
23342,23342,0,23,1
23343,23343,1,24,1
23344,23344,0,24,1
23345,23345,1,30,0
23346,23346,0,25,1
23347,23347,1,17,0
23348,23348,0,28,0
23349,23349,1,29,0
23350,23350,0,4,0
23351,23351,1,28,1
23352,23352,0,28,1
23353,23353,1,29,1
23354,23354,0,13,0
23355,23355,1,30,1
23356,23356,0,2,0
23357,23357,1,31,1
23358,23358,0,31,1
23359,23359,1,2,0
23360,23360,0,0,1
23361,23361,1,26,0
23362,23362,0,29,0
23363,23363,1,5,0
23364,23364,0,5,0
23365,23365,1,28,0
23366,23366,0,3,1
23367,23367,1,4,1
23368,23368,0,4,1
23369,23369,1,5,1
23370,23370,0,5,1
23371,23371,1,26,0
23372,23372,0,4,0
23373,23373,1,7,1
23374,23374,0,7,1
23375,23375,1,8,1
23376,23376,0,9,0
23377,23377,1,12,0
23378,23378,0,19,0
23379,23379,1,6,0
23380,23380,0,19,0
23381,23381,1,11,1
23382,23382,0,11,1
23383,23383,1,12,1
23384,23384,0,12,1
23385,23385,1,2,0
23386,23386,0,12,0
23387,23387,1,14,1
23388,23388,0,30,0
23389,23389,1,1,0
23390,23390,0,25,0
23391,23391,1,14,0
23392,23392,0,23,0
23393,23393,1,17,1
23394,23394,0,17,1
23395,23395,1,8,0
23396,23396,0,18,1
23397,23397,1,19,1
23398,23398,0,19,1
23399,23399,1,21,0
23400,23400,0,20,1
23401,23401,1,21,1
23402,23402,0,21,1
23403,23403,1,22,1
23404,23404,0,7,0
23405,23405,1,27,0
23406,23406,0,24,0
23407,23407,1,24,1
23408,23408,0,7,0
23409,23409,1,25,1
23410,23410,0,25,1
23411,23411,1,26,1
23412,23412,0,26,1
23413,23413,1,27,1
23414,23414,0,27,1
23415,23415,1,28,1
23416,23416,0,30,0
23417,23417,1,29,1
23418,23418,0,29,1
23419,23419,1,30,1
23420,23420,0,30,1
23421,23421,1,0,0
23422,23422,0,31,1
23423,23423,1,21,0
23424,23424,0,0,1
23425,23425,1,1,1
23426,23426,0,1,1
23427,23427,1,2,1
23428,23428,0,6,0
23429,23429,1,4,0
23430,23430,0,26,0
23431,23431,1,4,1
23432,23432,0,4,1
23433,23433,1,5,1
23434,23434,0,5,1
23435,23435,1,6,1
23436,23436,0,6,1
23437,23437,1,5,0
23438,23438,0,11,0
23439,23439,1,27,0
23440,23440,0,29,0
23441,23441,1,9,1
23442,23442,0,9,1
23443,23443,1,11,0
23444,23444,0,20,0
23445,23445,1,11,1
23446,23446,0,11,1
23447,23447,1,22,0
23448,23448,0,12,1
23449,23449,1,7,0
23450,23450,0,18,0
23451,23451,1,10,0
23452,23452,0,7,0
23453,23453,1,15,1
23454,23454,0,23,0
23455,23455,1,16,1
23456,23456,0,31,0
23457,23457,1,3,0
23458,23458,0,17,1
23459,23459,1,18,1
23460,23460,0,18,1
23461,23461,1,19,1
23462,23462,0,26,0
23463,23463,1,20,1
23464,23464,0,18,0
23465,23465,1,31,0
23466,23466,0,13,0
23467,23467,1,22,1
23468,23468,0,28,0
23469,23469,1,23,1
23470,23470,0,23,1
23471,23471,1,18,0
23472,23472,0,29,0
23473,23473,1,25,1
23474,23474,0,25,1
23475,23475,1,26,1
23476,23476,0,26,1
23477,23477,1,27,1
23478,23478,0,17,0
23479,23479,1,18,0
23480,23480,0,28,1
23481,23481,1,29,1
23482,23482,0,19,0
23483,23483,1,30,1
23484,23484,0,30,1
23485,23485,1,31,1
23486,23486,0,31,1
23487,23487,1,0,1
23488,23488,0,0,1
23489,23489,1,1,1
23490,23490,0,1,1
23491,23491,1,2,1
23492,23492,0,2,1
23493,23493,1,3,1
23494,23494,0,3,1
23495,23495,1,4,1
23496,23496,0,9,0
23497,23497,1,5,1
23498,23498,0,5,1
23499,23499,1,6,1
23500,23500,0,6,1
23501,23501,1,7,1
23502,23502,0,7,1
23503,23503,1,8,1
23504,23504,0,8,1
23505,23505,1,9,1
23506,23506,0,15,0
23507,23507,1,10,1
23508,23508,0,10,1
23509,23509,1,20,0
23510,23510,0,11,1
23511,23511,1,26,0
23512,23512,0,1,0
23513,23513,1,13,1
23514,23514,0,5,0
23515,23515,1,15,0
23516,23516,0,14,1
23517,23517,1,15,1
23518,23518,0,15,1
23519,23519,1,16,1
23520,23520,0,16,1
23521,23521,1,5,0
23522,23522,0,17,1
23523,23523,1,17,0
23524,23524,0,18,1
23525,23525,1,27,0
23526,23526,0,19,1
23527,23527,1,29,0
23528,23528,0,21,0
23529,23529,1,12,0
23530,23530,0,21,1
23531,23531,1,22,1
23532,23532,0,22,1
23533,23533,1,23,1
23534,23534,0,23,1
23535,23535,1,24,1
23536,23536,0,24,1
23537,23537,1,25,1
23538,23538,0,5,0
23539,23539,1,5,0
23540,23540,0,26,1
23541,23541,1,28,0
23542,23542,0,27,1
23543,23543,1,23,0
23544,23544,0,28,1
23545,23545,1,29,1
23546,23546,0,29,1
23547,23547,1,30,1
23548,23548,0,17,0
23549,23549,1,31,1
23550,23550,0,31,1
23551,23551,1,0,1
23552,23552,0,0,1
23553,23553,1,28,0
23554,23554,0,8,0
23555,23555,1,0,0
23556,23556,0,11,0
23557,23557,1,3,1
23558,23558,0,3,1
23559,23559,1,4,1
23560,23560,0,4,1
23561,23561,1,5,1
23562,23562,0,5,1
23563,23563,1,6,1
23564,23564,0,10,0
23565,23565,1,7,1
23566,23566,0,7,1
23567,23567,1,29,0
23568,23568,0,8,1
23569,23569,1,9,1
23570,23570,0,9,1
23571,23571,1,10,1
23572,23572,0,14,0
23573,23573,1,11,1
23574,23574,0,11,1
23575,23575,1,12,1
23576,23576,0,0,0
23577,23577,1,22,0
23578,23578,0,4,0
23579,23579,1,5,0
23580,23580,0,9,0
23581,23581,1,15,1
23582,23582,0,15,1
23583,23583,1,16,1
23584,23584,0,4,0
23585,23585,1,17,1
23586,23586,0,7,0
23587,23587,1,22,0
23588,23588,0,18,1
23589,23589,1,12,0
23590,23590,0,19,1
23591,23591,1,20,1
23592,23592,0,20,1
23593,23593,1,21,1
23594,23594,0,18,0
23595,23595,1,4,0
23596,23596,0,6,0
23597,23597,1,23,1
23598,23598,0,23,1
23599,23599,1,24,1
23600,23600,0,3,0
23601,23601,1,22,0
23602,23602,0,15,0
23603,23603,1,26,1
23604,23604,0,26,1
23605,23605,1,21,0
23606,23606,0,27,1
23607,23607,1,11,0
23608,23608,0,28,1
23609,23609,1,29,1
23610,23610,0,29,1
23611,23611,1,30,1
23612,23612,0,30,1
23613,23613,1,31,1
23614,23614,0,19,0
23615,23615,1,0,1
23616,23616,0,0,1
23617,23617,1,1,1
23618,23618,0,3,0
23619,23619,1,2,1
23620,23620,0,2,1
23621,23621,1,3,1
23622,23622,0,4,0
23623,23623,1,4,1
23624,23624,0,4,1
23625,23625,1,5,1
23626,23626,0,5,1
23627,23627,1,6,1
23628,23628,0,6,1
23629,23629,1,13,0
23630,23630,0,7,1
23631,23631,1,8,1
23632,23632,0,8,1
23633,23633,1,9,1
23634,23634,0,11,0
23635,23635,1,10,1
23636,23636,0,10,1
23637,23637,1,11,1
23638,23638,0,11,1
23639,23639,1,11,0
23640,23640,0,19,0
23641,23641,1,13,1
23642,23642,0,13,1
23643,23643,1,14,1
23644,23644,0,14,1
23645,23645,1,15,1
23646,23646,0,28,0
23647,23647,1,16,1
23648,23648,0,30,0
23649,23649,1,17,1
23650,23650,0,17,1
23651,23651,1,18,1
23652,23652,0,1,0
23653,23653,1,15,0
23654,23654,0,2,0
23655,23655,1,20,1
23656,23656,0,20,1
23657,23657,1,21,1
23658,23658,0,21,1
23659,23659,1,25,0
23660,23660,0,22,1
23661,23661,1,23,1
23662,23662,0,23,1
23663,23663,1,0,0
23664,23664,0,13,0
23665,23665,1,25,1
23666,23666,0,22,0
23667,23667,1,26,1
23668,23668,0,26,1
23669,23669,1,27,1
23670,23670,0,27,1
23671,23671,1,16,0
23672,23672,0,12,0
23673,23673,1,29,1
23674,23674,0,18,0
23675,23675,1,18,0
23676,23676,0,8,0
23677,23677,1,30,0
23678,23678,0,31,1
23679,23679,1,2,0
23680,23680,0,6,0
23681,23681,1,26,0
23682,23682,0,1,1
23683,23683,1,2,1
23684,23684,0,24,0
23685,23685,1,3,1
23686,23686,0,3,1
23687,23687,1,6,0
23688,23688,0,4,1
23689,23689,1,5,1
23690,23690,0,5,1
23691,23691,1,6,1
23692,23692,0,17,0
23693,23693,1,7,1
23694,23694,0,7,1
23695,23695,1,8,1
23696,23696,0,31,0
23697,23697,1,4,0
23698,23698,0,11,0
23699,23699,1,10,1
23700,23700,0,2,0
23701,23701,1,11,1
23702,23702,0,11,1
23703,23703,1,12,1
23704,23704,0,22,0
23705,23705,1,13,1
23706,23706,0,17,0
23707,23707,1,3,0
23708,23708,0,12,0
23709,23709,1,15,1
23710,23710,0,3,0
23711,23711,1,10,0
23712,23712,0,24,0
23713,23713,1,17,1
23714,23714,0,17,1
23715,23715,1,18,1
23716,23716,0,18,1
23717,23717,1,19,1
23718,23718,0,19,1
23719,23719,1,17,0
23720,23720,0,20,1
23721,23721,1,0,0
23722,23722,0,21,1
23723,23723,1,9,0
23724,23724,0,22,1
23725,23725,1,15,0
23726,23726,0,23,1
23727,23727,1,24,1
23728,23728,0,24,1
23729,23729,1,14,0
23730,23730,0,25,1
23731,23731,1,26,1
23732,23732,0,26,1
23733,23733,1,27,1
23734,23734,0,10,0
23735,23735,1,31,0
23736,23736,0,6,0
23737,23737,1,29,1
23738,23738,0,29,1
23739,23739,1,2,0
23740,23740,0,4,0
23741,23741,1,10,0
23742,23742,0,31,1
23743,23743,1,0,1
23744,23744,0,16,0
23745,23745,1,1,1
23746,23746,0,1,1
23747,23747,1,2,1
23748,23748,0,2,1
23749,23749,1,17,0
23750,23750,0,3,1
23751,23751,1,4,1
23752,23752,0,21,0
23753,23753,1,16,0
23754,23754,0,10,0
23755,23755,1,23,0
23756,23756,0,25,0
23757,23757,1,7,1
23758,23758,0,7,1
23759,23759,1,8,1
23760,23760,0,8,1
23761,23761,1,9,1
23762,23762,0,9,1
23763,23763,1,10,1
23764,23764,0,10,1
23765,23765,1,27,0
23766,23766,0,11,1
23767,23767,1,12,1
23768,23768,0,12,1
23769,23769,1,13,1
23770,23770,0,31,0
23771,23771,1,26,0
23772,23772,0,14,1
23773,23773,1,15,1
23774,23774,0,25,0
23775,23775,1,16,1
23776,23776,0,16,1
23777,23777,1,1,0
23778,23778,0,11,0
23779,23779,1,18,1
23780,23780,0,12,0
23781,23781,1,8,0
23782,23782,0,0,0
23783,23783,1,20,1
23784,23784,0,20,1
23785,23785,1,21,1
23786,23786,0,21,1
23787,23787,1,22,1
23788,23788,0,13,0
23789,23789,1,23,1
23790,23790,0,23,1
23791,23791,1,24,1
23792,23792,0,24,1
23793,23793,1,24,0
23794,23794,0,25,1
23795,23795,1,26,1
23796,23796,0,26,1
23797,23797,1,17,0
23798,23798,0,27,1
23799,23799,1,28,1
23800,23800,0,28,1
23801,23801,1,6,0
23802,23802,0,16,0
23803,23803,1,30,1
23804,23804,0,30,1
23805,23805,1,22,0
23806,23806,0,31,1
23807,23807,1,11,0
23808,23808,0,18,0
23809,23809,1,19,0
23810,23810,0,1,1
23811,23811,1,2,1
23812,23812,0,28,0
23813,23813,1,31,0
23814,23814,0,22,0
23815,23815,1,4,1
23816,23816,0,29,0
23817,23817,1,5,1
23818,23818,0,1,0
23819,23819,1,6,1
23820,23820,0,6,1
23821,23821,1,7,1
23822,23822,0,1,0
23823,23823,1,8,1
23824,23824,0,8,1
23825,23825,1,20,0
23826,23826,0,9,1
23827,23827,1,28,0
23828,23828,0,10,1
23829,23829,1,11,1
23830,23830,0,10,0
23831,23831,1,12,1
23832,23832,0,20,0
23833,23833,1,29,0
23834,23834,0,13,1
23835,23835,1,14,1
23836,23836,0,0,0
23837,23837,1,16,0
23838,23838,0,15,1
23839,23839,1,25,0
23840,23840,0,16,1
23841,23841,1,28,0
23842,23842,0,17,1
23843,23843,1,18,1
23844,23844,0,18,1
23845,23845,1,19,1
23846,23846,0,17,0
23847,23847,1,20,1
23848,23848,0,27,0
23849,23849,1,21,1
23850,23850,0,8,0
23851,23851,1,22,1
23852,23852,0,22,1
23853,23853,1,16,0
23854,23854,0,23,1
23855,23855,1,24,1
23856,23856,0,24,1
23857,23857,1,25,1
23858,23858,0,28,0
23859,23859,1,8,0
23860,23860,0,30,0
23861,23861,1,13,0
23862,23862,0,20,0
23863,23863,1,0,0
23864,23864,0,11,0
23865,23865,1,29,1
23866,23866,0,29,1
23867,23867,1,29,0
23868,23868,0,30,1
23869,23869,1,7,0
23870,23870,0,12,0
23871,23871,1,19,0
23872,23872,0,0,1
23873,23873,1,1,1
23874,23874,0,1,1
23875,23875,1,26,0
23876,23876,0,2,1
23877,23877,1,3,1
23878,23878,0,3,1
23879,23879,1,4,1
23880,23880,0,4,1
23881,23881,1,26,0
23882,23882,0,1,0
23883,23883,1,6,1
23884,23884,0,6,1
23885,23885,1,2,0
23886,23886,0,7,1
23887,23887,1,8,1
23888,23888,0,8,1
23889,23889,1,9,1
23890,23890,0,9,1
23891,23891,1,0,0
23892,23892,0,10,1
23893,23893,1,11,1
23894,23894,0,18,0
23895,23895,1,12,1
23896,23896,0,6,0
23897,23897,1,13,1
23898,23898,0,20,0
23899,23899,1,15,0
23900,23900,0,14,1
23901,23901,1,15,1
23902,23902,0,24,0
23903,23903,1,16,1
23904,23904,0,16,1
23905,23905,1,4,0
23906,23906,0,31,0
23907,23907,1,19,0
23908,23908,0,18,1
23909,23909,1,19,1
23910,23910,0,8,0
23911,23911,1,1,0
23912,23912,0,20,1
23913,23913,1,21,1
23914,23914,0,20,0
23915,23915,1,22,1
23916,23916,0,22,1
23917,23917,1,23,1
23918,23918,0,23,1
23919,23919,1,24,1
23920,23920,0,24,1
23921,23921,1,16,0
23922,23922,0,29,0
23923,23923,1,26,1
23924,23924,0,15,0
23925,23925,1,30,0
23926,23926,0,19,0
23927,23927,1,28,1
23928,23928,0,15,0
23929,23929,1,29,1
23930,23930,0,29,1
23931,23931,1,30,1
23932,23932,0,25,0
23933,23933,1,31,1
23934,23934,0,31,1
23935,23935,1,20,0
23936,23936,0,29,0
23937,23937,1,0,0
23938,23938,0,2,0
23939,23939,1,2,1
23940,23940,0,2,1
23941,23941,1,16,0
23942,23942,0,16,0
23943,23943,1,4,1
23944,23944,0,14,0
23945,23945,1,5,1
23946,23946,0,5,1
23947,23947,1,28,0
23948,23948,0,20,0
23949,23949,1,7,1
23950,23950,0,18,0
23951,23951,1,8,1
23952,23952,0,8,1
23953,23953,1,9,1
23954,23954,0,9,1
23955,23955,1,2,0
23956,23956,0,6,0
23957,23957,1,11,1
23958,23958,0,4,0
23959,23959,1,12,1
23960,23960,0,26,0
23961,23961,1,13,1
23962,23962,0,29,0
23963,23963,1,14,1
23964,23964,0,14,1
23965,23965,1,15,1
23966,23966,0,27,0
23967,23967,1,16,1
23968,23968,0,16,1
23969,23969,1,17,1
23970,23970,0,22,0
23971,23971,1,7,0
23972,23972,0,18,1
23973,23973,1,19,1
23974,23974,0,6,0
23975,23975,1,20,1
23976,23976,0,13,0
23977,23977,1,21,1
23978,23978,0,29,0
23979,23979,1,22,1
23980,23980,0,19,0
23981,23981,1,23,1
23982,23982,0,5,0
23983,23983,1,24,1
23984,23984,0,11,0
23985,23985,1,25,1
23986,23986,0,25,1
23987,23987,1,11,0
23988,23988,0,26,1
23989,23989,1,17,0
23990,23990,0,11,0
23991,23991,1,17,0
23992,23992,0,28,1
23993,23993,1,29,1
23994,23994,0,1,0
23995,23995,1,30,1
23996,23996,0,30,1
23997,23997,1,31,1
23998,23998,0,31,1
23999,23999,1,0,1
24000,24000,0,0,1
24001,24001,1,19,0
24002,24002,0,1,1
24003,24003,1,31,0
24004,24004,0,2,1
24005,24005,1,3,1
24006,24006,0,3,1
24007,24007,1,4,1
24008,24008,0,4,1
24009,24009,1,25,0
24010,24010,0,5,1
24011,24011,1,3,0
24012,24012,0,28,0
24013,24013,1,8,0
24014,24014,0,16,0
24015,24015,1,8,1
24016,24016,0,19,0
24017,24017,1,9,1
24018,24018,0,4,0
24019,24019,1,10,1
24020,24020,0,10,1
24021,24021,1,11,1
24022,24022,0,11,1
24023,24023,1,12,1
24024,24024,0,12,1
24025,24025,1,26,0
24026,24026,0,13,1
24027,24027,1,14,1
24028,24028,0,5,0
24029,24029,1,15,1
24030,24030,0,15,1
24031,24031,1,16,1
24032,24032,0,16,1
24033,24033,1,4,0
24034,24034,0,16,0
24035,24035,1,18,1
24036,24036,0,18,1
24037,24037,1,19,1
24038,24038,0,21,0
24039,24039,1,20,1
24040,24040,0,20,1
24041,24041,1,20,0
24042,24042,0,21,1
24043,24043,1,25,0
24044,24044,0,22,1
24045,24045,1,3,0
24046,24046,0,23,1
24047,24047,1,6,0
24048,24048,0,24,1
24049,24049,1,18,0
24050,24050,0,25,1
24051,24051,1,26,1
24052,24052,0,9,0
24053,24053,1,0,0
24054,24054,0,27,1
24055,24055,1,28,1
24056,24056,0,28,1
24057,24057,1,29,1
24058,24058,0,29,1
24059,24059,1,5,0
24060,24060,0,23,0
24061,24061,1,31,1
24062,24062,0,31,1
24063,24063,1,17,0
24064,24064,0,0,1
24065,24065,1,7,0
24066,24066,0,1,1
24067,24067,1,2,1
24068,24068,0,2,1
24069,24069,1,24,0
24070,24070,0,23,0
24071,24071,1,4,1
24072,24072,0,4,1
24073,24073,1,20,0
24074,24074,0,24,0
24075,24075,1,6,1
24076,24076,0,25,0
24077,24077,1,7,1
24078,24078,0,7,1
24079,24079,1,8,1
24080,24080,0,8,1
24081,24081,1,9,1
24082,24082,0,9,1
24083,24083,1,10,1
24084,24084,0,2,0
24085,24085,1,4,0
24086,24086,0,18,0
24087,24087,1,12,1
24088,24088,0,12,1
24089,24089,1,22,0
24090,24090,0,13,1
24091,24091,1,14,1
24092,24092,0,14,1
24093,24093,1,2,0
24094,24094,0,15,1
24095,24095,1,31,0
24096,24096,0,30,0
24097,24097,1,17,1
24098,24098,0,17,1
24099,24099,1,23,0
24100,24100,0,18,1
24101,24101,1,0,0
24102,24102,0,3,0
24103,24103,1,18,0
24104,24104,0,20,1
24105,24105,1,21,1
24106,24106,0,21,1
24107,24107,1,22,1
24108,24108,0,20,0
24109,24109,1,23,1
24110,24110,0,20,0
24111,24111,1,24,1
24112,24112,0,24,1
24113,24113,1,15,0
24114,24114,0,25,1
24115,24115,1,26,1
24116,24116,0,9,0
24117,24117,1,23,0
24118,24118,0,27,1
24119,24119,1,28,1
24120,24120,0,14,0
24121,24121,1,19,0
24122,24122,0,29,1
24123,24123,1,30,1
24124,24124,0,30,1
24125,24125,1,31,1
24126,24126,0,31,1
24127,24127,1,0,1
24128,24128,0,0,1
24129,24129,1,30,0
24130,24130,0,26,0
24131,24131,1,2,1
24132,24132,0,2,1
24133,24133,1,3,1
24134,24134,0,3,1
24135,24135,1,12,0
24136,24136,0,15,0
24137,24137,1,5,1
24138,24138,0,28,0
24139,24139,1,12,0
24140,24140,0,19,0
24141,24141,1,7,1
24142,24142,0,7,1
24143,24143,1,8,1
24144,24144,0,14,0
24145,24145,1,9,1
24146,24146,0,9,1
24147,24147,1,24,0
24148,24148,0,4,0
24149,24149,1,11,1
24150,24150,0,11,1
24151,24151,1,12,1
24152,24152,0,12,1
24153,24153,1,13,1
24154,24154,0,13,1
24155,24155,1,14,1
24156,24156,0,14,1
24157,24157,1,7,0
24158,24158,0,29,0
24159,24159,1,16,1
24160,24160,0,16,1
24161,24161,1,17,1
24162,24162,0,2,0
24163,24163,1,11,0
24164,24164,0,8,0
24165,24165,1,19,1
24166,24166,0,5,0
24167,24167,1,20,1
24168,24168,0,20,1
24169,24169,1,21,1
24170,24170,0,12,0
24171,24171,1,22,1
24172,24172,0,20,0
24173,24173,1,23,1
24174,24174,0,23,1
24175,24175,1,1,0
24176,24176,0,17,0
24177,24177,1,0,0
24178,24178,0,25,1
24179,24179,1,26,1
24180,24180,0,26,1
24181,24181,1,27,1
24182,24182,0,27,1
24183,24183,1,28,1
24184,24184,0,28,1
24185,24185,1,29,1
24186,24186,0,12,0
24187,24187,1,30,1
24188,24188,0,20,0
24189,24189,1,20,0
24190,24190,0,31,1
24191,24191,1,0,1
24192,24192,0,0,1
24193,24193,1,1,1
24194,24194,0,1,1
24195,24195,1,11,0
24196,24196,0,2,1
24197,24197,1,3,1
24198,24198,0,3,1
24199,24199,1,4,1
24200,24200,0,4,1
24201,24201,1,6,0
24202,24202,0,3,0
24203,24203,1,1,0
24204,24204,0,6,1
24205,24205,1,7,1
24206,24206,0,7,1
24207,24207,1,8,1
24208,24208,0,8,1
24209,24209,1,16,0
24210,24210,0,9,1
24211,24211,1,10,1
24212,24212,0,10,1
24213,24213,1,23,0
24214,24214,0,11,1
24215,24215,1,12,1
24216,24216,0,22,0
24217,24217,1,13,1
24218,24218,0,13,1
24219,24219,1,0,0
24220,24220,0,31,0
24221,24221,1,15,1
24222,24222,0,15,1
24223,24223,1,21,0
24224,24224,0,16,1
24225,24225,1,17,1
24226,24226,0,15,0
24227,24227,1,18,1
24228,24228,0,18,1
24229,24229,1,19,1
24230,24230,0,19,1
24231,24231,1,20,1
24232,24232,0,30,0
24233,24233,1,21,1
24234,24234,0,21,1
24235,24235,1,17,0
24236,24236,0,22,1
24237,24237,1,23,1
24238,24238,0,23,1
24239,24239,1,11,0
24240,24240,0,24,1
24241,24241,1,25,1
24242,24242,0,29,0
24243,24243,1,22,0
24244,24244,0,26,1
24245,24245,1,27,1
24246,24246,0,4,0
24247,24247,1,28,1
24248,24248,0,28,1
24249,24249,1,29,1
24250,24250,0,29,1
24251,24251,1,30,1
24252,24252,0,30,1
24253,24253,1,31,1
24254,24254,0,29,0
24255,24255,1,30,0
24256,24256,0,0,1
24257,24257,1,1,1
24258,24258,0,7,0
24259,24259,1,2,1
24260,24260,0,2,1
24261,24261,1,23,0
24262,24262,0,3,1
24263,24263,1,31,0
24264,24264,0,4,1
24265,24265,1,5,1
24266,24266,0,24,0
24267,24267,1,28,0
24268,24268,0,6,1
24269,24269,1,7,1
24270,24270,0,7,1
24271,24271,1,8,1
24272,24272,0,8,1
24273,24273,1,9,1
24274,24274,0,9,1
24275,24275,1,11,0
24276,24276,0,29,0
24277,24277,1,11,1
24278,24278,0,11,1
24279,24279,1,12,1
24280,24280,0,12,1
24281,24281,1,30,0
24282,24282,0,13,1
24283,24283,1,20,0
24284,24284,0,14,1
24285,24285,1,2,0
24286,24286,0,31,0
24287,24287,1,16,1
24288,24288,0,15,0
24289,24289,1,17,1
24290,24290,0,3,0
24291,24291,1,18,1
24292,24292,0,18,1
24293,24293,1,5,0
24294,24294,0,19,1
24295,24295,1,23,0
24296,24296,0,26,0
