,time,input,output
21568,21568,0,0
21569,21569,1,1
21570,21570,0,1
21571,21571,1,2
21572,21572,0,2
21573,21573,1,3
21574,21574,0,3
21575,21575,1,4
21576,21576,0,4
21577,21577,1,5
21578,21578,0,5
21579,21579,1,6
21580,21580,0,6
21581,21581,1,7
21582,21582,0,7
21583,21583,1,8
21584,21584,0,8
21585,21585,1,9
21586,21586,0,9
21587,21587,1,10
21588,21588,0,10
21589,21589,1,11
21590,21590,0,11
21591,21591,1,12
21592,21592,0,12
21593,21593,1,13
21594,21594,0,13
21595,21595,1,14
21596,21596,0,14
21597,21597,1,15
21598,21598,0,15
21599,21599,1,16
21600,21600,0,16
21601,21601,1,17
21602,21602,0,17
21603,21603,1,18
21604,21604,0,18
21605,21605,1,19
21606,21606,0,19
21607,21607,1,20
21608,21608,0,20
21609,21609,1,21
21610,21610,0,21
21611,21611,1,22
21612,21612,0,22
21613,21613,1,23
21614,21614,0,23
21615,21615,1,24
21616,21616,0,24
21617,21617,1,25
21618,21618,0,25
21619,21619,1,26
21620,21620,0,26
21621,21621,1,27
21622,21622,0,27
21623,21623,1,28
21624,21624,0,28
21625,21625,1,29
21626,21626,0,29
21627,21627,1,30
21628,21628,0,30
21629,21629,1,31
21630,21630,0,31
21631,21631,1,0
21632,21632,0,0
21633,21633,1,1
21634,21634,0,1
21635,21635,1,2
21636,21636,0,2
21637,21637,1,3
21638,21638,0,3
21639,21639,1,4
21640,21640,0,4
21641,21641,1,5
21642,21642,0,5
21643,21643,1,6
21644,21644,0,6
21645,21645,1,7
21646,21646,0,7
21647,21647,1,8
21648,21648,0,8
21649,21649,1,9
21650,21650,0,9
21651,21651,1,10
21652,21652,0,10
21653,21653,1,11
21654,21654,0,11
21655,21655,1,12
21656,21656,0,12
21657,21657,1,13
21658,21658,0,13
21659,21659,1,14
21660,21660,0,14
21661,21661,1,15
21662,21662,0,15
21663,21663,1,16
21664,21664,0,16
21665,21665,1,17
21666,21666,0,17
21667,21667,1,18
21668,21668,0,18
21669,21669,1,19
21670,21670,0,19
21671,21671,1,20
21672,21672,0,20
21673,21673,1,21
21674,21674,0,21
21675,21675,1,22
21676,21676,0,22
21677,21677,1,23
21678,21678,0,23
21679,21679,1,24
21680,21680,0,24
21681,21681,1,25
21682,21682,0,25
21683,21683,1,26
21684,21684,0,26
21685,21685,1,27
21686,21686,0,27
21687,21687,1,28
21688,21688,0,28
21689,21689,1,29
21690,21690,0,29
21691,21691,1,30
21692,21692,0,30
21693,21693,1,31
21694,21694,0,31
21695,21695,1,0
21696,21696,0,0
21697,21697,1,1
21698,21698,0,1
21699,21699,1,2
21700,21700,0,2
21701,21701,1,3
21702,21702,0,3
21703,21703,1,4
21704,21704,0,4
21705,21705,1,5
21706,21706,0,5
21707,21707,1,6
21708,21708,0,6
21709,21709,1,7
21710,21710,0,7
21711,21711,1,8
21712,21712,0,8
21713,21713,1,9
21714,21714,0,9
21715,21715,1,10
21716,21716,0,10
21717,21717,1,11
21718,21718,0,11
21719,21719,1,12
21720,21720,0,12
21721,21721,1,13
21722,21722,0,13
21723,21723,1,14
21724,21724,0,14
21725,21725,1,15
21726,21726,0,15
21727,21727,1,16
21728,21728,0,16
21729,21729,1,17
21730,21730,0,17
21731,21731,1,18
21732,21732,0,18
21733,21733,1,19
21734,21734,0,19
21735,21735,1,20
21736,21736,0,20
21737,21737,1,21
21738,21738,0,21
21739,21739,1,22
21740,21740,0,22
21741,21741,1,23
21742,21742,0,23
21743,21743,1,24
21744,21744,0,24
21745,21745,1,25
21746,21746,0,25
21747,21747,1,26
21748,21748,0,26
21749,21749,1,27
21750,21750,0,27
21751,21751,1,28
21752,21752,0,28
21753,21753,1,29
21754,21754,0,29
21755,21755,1,30
21756,21756,0,30
21757,21757,1,31
21758,21758,0,31
21759,21759,1,0
21760,21760,0,0
21761,21761,1,1
21762,21762,0,1
21763,21763,1,2
21764,21764,0,2
21765,21765,1,3
21766,21766,0,3
21767,21767,1,4
21768,21768,0,4
21769,21769,1,5
21770,21770,0,5
21771,21771,1,6
21772,21772,0,6
21773,21773,1,7
21774,21774,0,7
21775,21775,1,8
21776,21776,0,8
21777,21777,1,9
21778,21778,0,9
21779,21779,1,10
21780,21780,0,10
21781,21781,1,11
21782,21782,0,11
21783,21783,1,12
21784,21784,0,12
21785,21785,1,13
21786,21786,0,13
21787,21787,1,14
21788,21788,0,14
21789,21789,1,15
21790,21790,0,15
21791,21791,1,16
21792,21792,0,16
21793,21793,1,17
21794,21794,0,17
21795,21795,1,18
21796,21796,0,18
21797,21797,1,19
21798,21798,0,19
21799,21799,1,20
21800,21800,0,20
21801,21801,1,21
21802,21802,0,21
21803,21803,1,22
21804,21804,0,22
21805,21805,1,23
21806,21806,0,23
21807,21807,1,24
21808,21808,0,24
21809,21809,1,25
21810,21810,0,25
21811,21811,1,26
21812,21812,0,26
21813,21813,1,27
21814,21814,0,27
21815,21815,1,28
21816,21816,0,28
21817,21817,1,29
21818,21818,0,29
21819,21819,1,30
21820,21820,0,30
21821,21821,1,31
21822,21822,0,31
21823,21823,1,0
21824,21824,0,0
21825,21825,1,1
21826,21826,0,1
21827,21827,1,2
21828,21828,0,2
21829,21829,1,3
21830,21830,0,3
21831,21831,1,4
21832,21832,0,4
21833,21833,1,5
21834,21834,0,5
21835,21835,1,6
21836,21836,0,6
21837,21837,1,7
21838,21838,0,7
21839,21839,1,8
21840,21840,0,8
21841,21841,1,9
21842,21842,0,9
21843,21843,1,10
21844,21844,0,10
21845,21845,1,11
21846,21846,0,11
21847,21847,1,12
21848,21848,0,12
21849,21849,1,13
21850,21850,0,13
21851,21851,1,14
21852,21852,0,14
21853,21853,1,15
21854,21854,0,15
21855,21855,1,16
21856,21856,0,16
21857,21857,1,17
21858,21858,0,17
21859,21859,1,18
21860,21860,0,18
21861,21861,1,19
21862,21862,0,19
21863,21863,1,20
21864,21864,0,20
21865,21865,1,21
21866,21866,0,21
21867,21867,1,22
21868,21868,0,22
21869,21869,1,23
21870,21870,0,23
21871,21871,1,24
21872,21872,0,24
21873,21873,1,25
21874,21874,0,25
21875,21875,1,26
21876,21876,0,26
21877,21877,1,27
21878,21878,0,27
21879,21879,1,28
21880,21880,0,28
21881,21881,1,29
21882,21882,0,29
21883,21883,1,30
21884,21884,0,30
21885,21885,1,31
21886,21886,0,31
21887,21887,1,0
21888,21888,0,0
21889,21889,1,1
21890,21890,0,1
21891,21891,1,2
21892,21892,0,2
21893,21893,1,3
21894,21894,0,3
21895,21895,1,4
21896,21896,0,4
21897,21897,1,5
21898,21898,0,5
21899,21899,1,6
21900,21900,0,6
21901,21901,1,7
21902,21902,0,7
21903,21903,1,8
21904,21904,0,8
21905,21905,1,9
21906,21906,0,9
21907,21907,1,10
21908,21908,0,10
21909,21909,1,11
21910,21910,0,11
21911,21911,1,12
21912,21912,0,12
21913,21913,1,13
21914,21914,0,13
21915,21915,1,14
21916,21916,0,14
21917,21917,1,15
21918,21918,0,15
21919,21919,1,16
21920,21920,0,16
21921,21921,1,17
21922,21922,0,17
21923,21923,1,18
21924,21924,0,18
21925,21925,1,19
21926,21926,0,19
21927,21927,1,20
21928,21928,0,20
21929,21929,1,21
21930,21930,0,21
21931,21931,1,22
21932,21932,0,22
21933,21933,1,23
21934,21934,0,23
21935,21935,1,24
21936,21936,0,24
21937,21937,1,25
21938,21938,0,25
21939,21939,1,26
21940,21940,0,26
21941,21941,1,27
21942,21942,0,27
21943,21943,1,28
21944,21944,0,28
21945,21945,1,29
21946,21946,0,29
21947,21947,1,30
21948,21948,0,30
21949,21949,1,31
21950,21950,0,31
21951,21951,1,0
21952,21952,0,0
21953,21953,1,1
21954,21954,0,1
21955,21955,1,2
21956,21956,0,2
21957,21957,1,3
21958,21958,0,3
21959,21959,1,4
21960,21960,0,4
21961,21961,1,5
21962,21962,0,5
21963,21963,1,6
21964,21964,0,6
21965,21965,1,7
21966,21966,0,7
21967,21967,1,8
21968,21968,0,8
21969,21969,1,9
21970,21970,0,9
21971,21971,1,10
21972,21972,0,10
21973,21973,1,11
21974,21974,0,11
21975,21975,1,12
21976,21976,0,12
21977,21977,1,13
21978,21978,0,13
21979,21979,1,14
21980,21980,0,14
21981,21981,1,15
21982,21982,0,15
21983,21983,1,16
21984,21984,0,16
21985,21985,1,17
21986,21986,0,17
21987,21987,1,18
21988,21988,0,18
21989,21989,1,19
21990,21990,0,19
21991,21991,1,20
21992,21992,0,20
21993,21993,1,21
21994,21994,0,21
21995,21995,1,22
21996,21996,0,22
21997,21997,1,23
21998,21998,0,23
21999,21999,1,24
22000,22000,0,24
22001,22001,1,25
22002,22002,0,25
22003,22003,1,26
22004,22004,0,26
22005,22005,1,27
22006,22006,0,27
22007,22007,1,28
22008,22008,0,28
22009,22009,1,29
22010,22010,0,29
22011,22011,1,30
22012,22012,0,30
22013,22013,1,31
22014,22014,0,31
22015,22015,1,0
22016,22016,0,0
22017,22017,1,1
22018,22018,0,1
22019,22019,1,2
22020,22020,0,2
22021,22021,1,3
22022,22022,0,3
22023,22023,1,4
22024,22024,0,4
22025,22025,1,5
22026,22026,0,5
22027,22027,1,6
22028,22028,0,6
22029,22029,1,7
22030,22030,0,7
22031,22031,1,8
22032,22032,0,8
22033,22033,1,9
22034,22034,0,9
22035,22035,1,10
22036,22036,0,10
22037,22037,1,11
22038,22038,0,11
22039,22039,1,12
22040,22040,0,12
22041,22041,1,13
22042,22042,0,13
22043,22043,1,14
22044,22044,0,14
22045,22045,1,15
22046,22046,0,15
22047,22047,1,16
22048,22048,0,16
22049,22049,1,17
22050,22050,0,17
22051,22051,1,18
22052,22052,0,18
22053,22053,1,19
22054,22054,0,19
22055,22055,1,20
22056,22056,0,20
22057,22057,1,21
22058,22058,0,21
22059,22059,1,22
22060,22060,0,22
22061,22061,1,23
22062,22062,0,23
22063,22063,1,24
22064,22064,0,24
22065,22065,1,25
22066,22066,0,25
22067,22067,1,26
22068,22068,0,26
22069,22069,1,27
22070,22070,0,27
22071,22071,1,28
22072,22072,0,28
22073,22073,1,29
22074,22074,0,29
22075,22075,1,30
22076,22076,0,30
22077,22077,1,31
22078,22078,0,31
22079,22079,1,0
22080,22080,0,0
22081,22081,1,1
22082,22082,0,1
22083,22083,1,2
22084,22084,0,2
22085,22085,1,3
22086,22086,0,3
22087,22087,1,4
22088,22088,0,4
22089,22089,1,5
22090,22090,0,5
22091,22091,1,6
22092,22092,0,6
22093,22093,1,7
22094,22094,0,7
22095,22095,1,8
22096,22096,0,8
22097,22097,1,9
22098,22098,0,9
22099,22099,1,10
22100,22100,0,10
22101,22101,1,11
22102,22102,0,11
22103,22103,1,12
22104,22104,0,12
22105,22105,1,13
22106,22106,0,13
22107,22107,1,14
22108,22108,0,14
22109,22109,1,15
22110,22110,0,15
22111,22111,1,16
22112,22112,0,16
22113,22113,1,17
22114,22114,0,17
22115,22115,1,18
22116,22116,0,18
22117,22117,1,19
22118,22118,0,19
22119,22119,1,20
22120,22120,0,20
22121,22121,1,21
22122,22122,0,21
22123,22123,1,22
22124,22124,0,22
22125,22125,1,23
22126,22126,0,23
22127,22127,1,24
22128,22128,0,24
22129,22129,1,25
22130,22130,0,25
22131,22131,1,26
22132,22132,0,26
22133,22133,1,27
22134,22134,0,27
22135,22135,1,28
22136,22136,0,28
22137,22137,1,29
22138,22138,0,29
22139,22139,1,30
22140,22140,0,30
22141,22141,1,31
22142,22142,0,31
22143,22143,1,0
22144,22144,0,0
22145,22145,1,1
22146,22146,0,1
22147,22147,1,2
22148,22148,0,2
22149,22149,1,3
22150,22150,0,3
22151,22151,1,4
22152,22152,0,4
22153,22153,1,5
22154,22154,0,5
22155,22155,1,6
22156,22156,0,6
22157,22157,1,7
22158,22158,0,7
22159,22159,1,8
22160,22160,0,8
22161,22161,1,9
22162,22162,0,9
22163,22163,1,10
22164,22164,0,10
22165,22165,1,11
22166,22166,0,11
22167,22167,1,12
22168,22168,0,12
22169,22169,1,13
22170,22170,0,13
22171,22171,1,14
22172,22172,0,14
22173,22173,1,15
22174,22174,0,15
22175,22175,1,16
22176,22176,0,16
22177,22177,1,17
22178,22178,0,17
22179,22179,1,18
22180,22180,0,18
22181,22181,1,19
22182,22182,0,19
22183,22183,1,20
22184,22184,0,20
22185,22185,1,21
22186,22186,0,21
22187,22187,1,22
22188,22188,0,22
22189,22189,1,23
22190,22190,0,23
22191,22191,1,24
22192,22192,0,24
22193,22193,1,25
22194,22194,0,25
22195,22195,1,26
22196,22196,0,26
22197,22197,1,27
22198,22198,0,27
22199,22199,1,28
22200,22200,0,28
22201,22201,1,29
22202,22202,0,29
22203,22203,1,30
22204,22204,0,30
22205,22205,1,31
22206,22206,0,31
22207,22207,1,0
22208,22208,0,0
22209,22209,1,1
22210,22210,0,1
22211,22211,1,2
22212,22212,0,2
22213,22213,1,3
22214,22214,0,3
22215,22215,1,4
22216,22216,0,4
22217,22217,1,5
22218,22218,0,5
22219,22219,1,6
22220,22220,0,6
22221,22221,1,7
22222,22222,0,7
22223,22223,1,8
22224,22224,0,8
22225,22225,1,9
22226,22226,0,9
22227,22227,1,10
22228,22228,0,10
22229,22229,1,11
22230,22230,0,11
22231,22231,1,12
22232,22232,0,12
22233,22233,1,13
22234,22234,0,13
22235,22235,1,14
22236,22236,0,14
22237,22237,1,15
22238,22238,0,15
22239,22239,1,16
22240,22240,0,16
22241,22241,1,17
22242,22242,0,17
22243,22243,1,18
22244,22244,0,18
22245,22245,1,19
22246,22246,0,19
22247,22247,1,20
22248,22248,0,20
22249,22249,1,21
22250,22250,0,21
22251,22251,1,22
22252,22252,0,22
22253,22253,1,23
22254,22254,0,23
22255,22255,1,24
22256,22256,0,24
22257,22257,1,25
22258,22258,0,25
22259,22259,1,26
22260,22260,0,26
22261,22261,1,27
22262,22262,0,27
22263,22263,1,28
22264,22264,0,28
22265,22265,1,29
22266,22266,0,29
22267,22267,1,30
22268,22268,0,30
22269,22269,1,31
22270,22270,0,31
22271,22271,1,0
22272,22272,0,0
22273,22273,1,1
22274,22274,0,1
22275,22275,1,2
22276,22276,0,2
22277,22277,1,3
22278,22278,0,3
22279,22279,1,4
22280,22280,0,4
22281,22281,1,5
22282,22282,0,5
22283,22283,1,6
22284,22284,0,6
22285,22285,1,7
22286,22286,0,7
22287,22287,1,8
22288,22288,0,8
22289,22289,1,9
22290,22290,0,9
22291,22291,1,10
22292,22292,0,10
22293,22293,1,11
22294,22294,0,11
22295,22295,1,12
22296,22296,0,12
22297,22297,1,13
22298,22298,0,13
22299,22299,1,14
22300,22300,0,14
22301,22301,1,15
22302,22302,0,15
22303,22303,1,16
22304,22304,0,16
22305,22305,1,17
22306,22306,0,17
22307,22307,1,18
22308,22308,0,18
22309,22309,1,19
22310,22310,0,19
22311,22311,1,20
22312,22312,0,20
22313,22313,1,21
22314,22314,0,21
22315,22315,1,22
22316,22316,0,22
22317,22317,1,23
22318,22318,0,23
22319,22319,1,24
22320,22320,0,24
22321,22321,1,25
22322,22322,0,25
22323,22323,1,26
22324,22324,0,26
22325,22325,1,27
22326,22326,0,27
22327,22327,1,28
22328,22328,0,28
22329,22329,1,29
22330,22330,0,29
22331,22331,1,30
22332,22332,0,30
22333,22333,1,31
22334,22334,0,31
22335,22335,1,0
22336,22336,0,0
22337,22337,1,1
22338,22338,0,1
22339,22339,1,2
22340,22340,0,2
22341,22341,1,3
22342,22342,0,3
22343,22343,1,4
22344,22344,0,4
22345,22345,1,5
22346,22346,0,5
22347,22347,1,6
22348,22348,0,6
22349,22349,1,7
22350,22350,0,7
22351,22351,1,8
22352,22352,0,8
22353,22353,1,9
22354,22354,0,9
22355,22355,1,10
22356,22356,0,10
22357,22357,1,11
22358,22358,0,11
22359,22359,1,12
22360,22360,0,12
22361,22361,1,13
22362,22362,0,13
22363,22363,1,14
22364,22364,0,14
22365,22365,1,15
22366,22366,0,15
22367,22367,1,16
22368,22368,0,16
22369,22369,1,17
22370,22370,0,17
22371,22371,1,18
22372,22372,0,18
22373,22373,1,19
22374,22374,0,19
22375,22375,1,20
22376,22376,0,20
22377,22377,1,21
22378,22378,0,21
22379,22379,1,22
22380,22380,0,22
22381,22381,1,23
22382,22382,0,23
22383,22383,1,24
22384,22384,0,24
22385,22385,1,25
22386,22386,0,25
22387,22387,1,26
22388,22388,0,26
22389,22389,1,27
22390,22390,0,27
22391,22391,1,28
22392,22392,0,28
22393,22393,1,29
22394,22394,0,29
22395,22395,1,30
22396,22396,0,30
22397,22397,1,31
22398,22398,0,31
22399,22399,1,0
22400,22400,0,0
22401,22401,1,1
22402,22402,0,1
22403,22403,1,2
22404,22404,0,2
22405,22405,1,3
22406,22406,0,3
22407,22407,1,4
22408,22408,0,4
22409,22409,1,5
22410,22410,0,5
22411,22411,1,6
22412,22412,0,6
22413,22413,1,7
22414,22414,0,7
22415,22415,1,8
22416,22416,0,8
22417,22417,1,9
22418,22418,0,9
22419,22419,1,10
22420,22420,0,10
22421,22421,1,11
22422,22422,0,11
22423,22423,1,12
22424,22424,0,12
22425,22425,1,13
22426,22426,0,13
22427,22427,1,14
22428,22428,0,14
22429,22429,1,15
22430,22430,0,15
22431,22431,1,16
22432,22432,0,16
22433,22433,1,17
22434,22434,0,17
22435,22435,1,18
22436,22436,0,18
22437,22437,1,19
22438,22438,0,19
22439,22439,1,20
22440,22440,0,20
22441,22441,1,21
22442,22442,0,21
22443,22443,1,22
22444,22444,0,22
22445,22445,1,23
22446,22446,0,23
22447,22447,1,24
22448,22448,0,24
22449,22449,1,25
22450,22450,0,25
22451,22451,1,26
22452,22452,0,26
22453,22453,1,27
22454,22454,0,27
22455,22455,1,28
22456,22456,0,28
22457,22457,1,29
22458,22458,0,29
22459,22459,1,30
22460,22460,0,30
22461,22461,1,31
22462,22462,0,31
22463,22463,1,0
22464,22464,0,0
22465,22465,1,1
22466,22466,0,1
22467,22467,1,2
22468,22468,0,2
22469,22469,1,3
22470,22470,0,3
22471,22471,1,4
22472,22472,0,4
22473,22473,1,5
22474,22474,0,5
22475,22475,1,6
22476,22476,0,6
22477,22477,1,7
22478,22478,0,7
22479,22479,1,8
22480,22480,0,8
22481,22481,1,9
22482,22482,0,9
22483,22483,1,10
22484,22484,0,10
22485,22485,1,11
22486,22486,0,11
22487,22487,1,12
22488,22488,0,12
22489,22489,1,13
22490,22490,0,13
22491,22491,1,14
22492,22492,0,14
22493,22493,1,15
22494,22494,0,15
22495,22495,1,16
22496,22496,0,16
22497,22497,1,17
22498,22498,0,17
22499,22499,1,18
22500,22500,0,18
22501,22501,1,19
22502,22502,0,19
22503,22503,1,20
22504,22504,0,20
22505,22505,1,21
22506,22506,0,21
22507,22507,1,22
22508,22508,0,22
22509,22509,1,23
22510,22510,0,23
22511,22511,1,24
22512,22512,0,24
22513,22513,1,25
22514,22514,0,25
22515,22515,1,26
22516,22516,0,26
22517,22517,1,27
22518,22518,0,27
22519,22519,1,28
22520,22520,0,28
22521,22521,1,29
22522,22522,0,29
22523,22523,1,30
22524,22524,0,30
22525,22525,1,31
22526,22526,0,31
22527,22527,1,0
22528,22528,0,0
22529,22529,1,1
22530,22530,0,1
22531,22531,1,2
22532,22532,0,2
22533,22533,1,3
22534,22534,0,3
22535,22535,1,4
22536,22536,0,4
22537,22537,1,5
22538,22538,0,5
22539,22539,1,6
22540,22540,0,6
22541,22541,1,7
22542,22542,0,7
22543,22543,1,8
22544,22544,0,8
22545,22545,1,9
22546,22546,0,9
22547,22547,1,10
22548,22548,0,10
22549,22549,1,11
22550,22550,0,11
22551,22551,1,12
22552,22552,0,12
22553,22553,1,13
22554,22554,0,13
22555,22555,1,14
22556,22556,0,14
22557,22557,1,15
22558,22558,0,15
22559,22559,1,16
22560,22560,0,16
22561,22561,1,17
22562,22562,0,17
22563,22563,1,18
22564,22564,0,18
22565,22565,1,19
22566,22566,0,19
22567,22567,1,20
22568,22568,0,20
22569,22569,1,21
22570,22570,0,21
22571,22571,1,22
22572,22572,0,22
22573,22573,1,23
22574,22574,0,23
22575,22575,1,24
22576,22576,0,24
22577,22577,1,25
22578,22578,0,25
22579,22579,1,26
22580,22580,0,26
22581,22581,1,27
22582,22582,0,27
22583,22583,1,28
22584,22584,0,28
22585,22585,1,29
22586,22586,0,29
22587,22587,1,30
22588,22588,0,30
22589,22589,1,31
22590,22590,0,31
22591,22591,1,0
22592,22592,0,0
22593,22593,1,1
22594,22594,0,1
22595,22595,1,2
22596,22596,0,2
22597,22597,1,3
22598,22598,0,3
22599,22599,1,4
22600,22600,0,4
22601,22601,1,5
22602,22602,0,5
22603,22603,1,6
22604,22604,0,6
22605,22605,1,7
22606,22606,0,7
22607,22607,1,8
22608,22608,0,8
22609,22609,1,9
22610,22610,0,9
22611,22611,1,10
22612,22612,0,10
22613,22613,1,11
22614,22614,0,11
22615,22615,1,12
22616,22616,0,12
22617,22617,1,13
22618,22618,0,13
22619,22619,1,14
22620,22620,0,14
22621,22621,1,15
22622,22622,0,15
22623,22623,1,16
22624,22624,0,16
22625,22625,1,17
22626,22626,0,17
22627,22627,1,18
22628,22628,0,18
22629,22629,1,19
22630,22630,0,19
22631,22631,1,20
22632,22632,0,20
22633,22633,1,21
22634,22634,0,21
22635,22635,1,22
22636,22636,0,22
22637,22637,1,23
22638,22638,0,23
22639,22639,1,24
22640,22640,0,24
22641,22641,1,25
22642,22642,0,25
22643,22643,1,26
22644,22644,0,26
22645,22645,1,27
22646,22646,0,27
22647,22647,1,28
22648,22648,0,28
22649,22649,1,29
22650,22650,0,29
22651,22651,1,30
22652,22652,0,30
22653,22653,1,31
22654,22654,0,31
22655,22655,1,0
22656,22656,0,0
22657,22657,1,1
22658,22658,0,1
22659,22659,1,2
22660,22660,0,2
22661,22661,1,3
22662,22662,0,3
22663,22663,1,4
22664,22664,0,4
22665,22665,1,5
22666,22666,0,5
22667,22667,1,6
22668,22668,0,6
22669,22669,1,7
22670,22670,0,7
22671,22671,1,8
22672,22672,0,8
22673,22673,1,9
22674,22674,0,9
22675,22675,1,10
22676,22676,0,10
22677,22677,1,11
22678,22678,0,11
22679,22679,1,12
22680,22680,0,12
22681,22681,1,13
22682,22682,0,13
22683,22683,1,14
22684,22684,0,14
22685,22685,1,15
22686,22686,0,15
22687,22687,1,16
22688,22688,0,16
22689,22689,1,17
22690,22690,0,17
22691,22691,1,18
22692,22692,0,18
22693,22693,1,19
22694,22694,0,19
22695,22695,1,20
22696,22696,0,20
22697,22697,1,21
22698,22698,0,21
22699,22699,1,22
22700,22700,0,22
22701,22701,1,23
22702,22702,0,23
22703,22703,1,24
22704,22704,0,24
22705,22705,1,25
22706,22706,0,25
22707,22707,1,26
22708,22708,0,26
22709,22709,1,27
22710,22710,0,27
22711,22711,1,28
22712,22712,0,28
22713,22713,1,29
22714,22714,0,29
22715,22715,1,30
22716,22716,0,30
22717,22717,1,31
22718,22718,0,31
22719,22719,1,0
22720,22720,0,0
22721,22721,1,1
22722,22722,0,1
22723,22723,1,2
22724,22724,0,2
22725,22725,1,3
22726,22726,0,3
22727,22727,1,4
22728,22728,0,4
22729,22729,1,5
22730,22730,0,5
22731,22731,1,6
22732,22732,0,6
22733,22733,1,7
22734,22734,0,7
22735,22735,1,8
22736,22736,0,8
22737,22737,1,9
22738,22738,0,9
22739,22739,1,10
22740,22740,0,10
22741,22741,1,11
22742,22742,0,11
22743,22743,1,12
22744,22744,0,12
22745,22745,1,13
22746,22746,0,13
22747,22747,1,14
22748,22748,0,14
22749,22749,1,15
22750,22750,0,15
22751,22751,1,16
22752,22752,0,16
22753,22753,1,17
22754,22754,0,17
22755,22755,1,18
22756,22756,0,18
22757,22757,1,19
22758,22758,0,19
22759,22759,1,20
22760,22760,0,20
22761,22761,1,21
22762,22762,0,21
22763,22763,1,22
22764,22764,0,22
22765,22765,1,23
22766,22766,0,23
22767,22767,1,24
22768,22768,0,24
22769,22769,1,25
22770,22770,0,25
22771,22771,1,26
22772,22772,0,26
22773,22773,1,27
22774,22774,0,27
22775,22775,1,28
22776,22776,0,28
22777,22777,1,29
22778,22778,0,29
22779,22779,1,30
22780,22780,0,30
22781,22781,1,31
22782,22782,0,31
22783,22783,1,0
22784,22784,0,0
22785,22785,1,1
22786,22786,0,1
22787,22787,1,2
22788,22788,0,2
22789,22789,1,3
22790,22790,0,3
22791,22791,1,4
22792,22792,0,4
22793,22793,1,5
22794,22794,0,5
22795,22795,1,6
22796,22796,0,6
22797,22797,1,7
22798,22798,0,7
22799,22799,1,8
22800,22800,0,8
22801,22801,1,9
22802,22802,0,9
22803,22803,1,10
22804,22804,0,10
22805,22805,1,11
22806,22806,0,11
22807,22807,1,12
22808,22808,0,12
22809,22809,1,13
22810,22810,0,13
22811,22811,1,14
22812,22812,0,14
22813,22813,1,15
22814,22814,0,15
22815,22815,1,16
22816,22816,0,16
22817,22817,1,17
22818,22818,0,17
22819,22819,1,18
22820,22820,0,18
22821,22821,1,19
22822,22822,0,19
22823,22823,1,20
22824,22824,0,20
22825,22825,1,21
22826,22826,0,21
22827,22827,1,22
22828,22828,0,22
22829,22829,1,23
22830,22830,0,23
22831,22831,1,24
22832,22832,0,24
22833,22833,1,25
22834,22834,0,25
22835,22835,1,26
22836,22836,0,26
22837,22837,1,27
22838,22838,0,27
22839,22839,1,28
22840,22840,0,28
22841,22841,1,29
22842,22842,0,29
22843,22843,1,30
22844,22844,0,30
22845,22845,1,31
22846,22846,0,31
22847,22847,1,0
22848,22848,0,0
22849,22849,1,1
22850,22850,0,1
22851,22851,1,2
22852,22852,0,2
22853,22853,1,3
22854,22854,0,3
22855,22855,1,4
22856,22856,0,4
22857,22857,1,5
22858,22858,0,5
22859,22859,1,6
22860,22860,0,6
22861,22861,1,7
22862,22862,0,7
22863,22863,1,8
22864,22864,0,8
22865,22865,1,9
22866,22866,0,9
22867,22867,1,10
22868,22868,0,10
22869,22869,1,11
22870,22870,0,11
22871,22871,1,12
22872,22872,0,12
22873,22873,1,13
22874,22874,0,13
22875,22875,1,14
22876,22876,0,14
22877,22877,1,15
22878,22878,0,15
22879,22879,1,16
22880,22880,0,16
22881,22881,1,17
22882,22882,0,17
22883,22883,1,18
22884,22884,0,18
22885,22885,1,19
22886,22886,0,19
22887,22887,1,20
22888,22888,0,20
22889,22889,1,21
22890,22890,0,21
22891,22891,1,22
22892,22892,0,22
22893,22893,1,23
22894,22894,0,23
22895,22895,1,24
22896,22896,0,24
22897,22897,1,25
22898,22898,0,25
22899,22899,1,26
22900,22900,0,26
22901,22901,1,27
22902,22902,0,27
22903,22903,1,28
22904,22904,0,28
22905,22905,1,29
22906,22906,0,29
22907,22907,1,30
22908,22908,0,30
22909,22909,1,31
22910,22910,0,31
22911,22911,1,0
22912,22912,0,0
22913,22913,1,1
22914,22914,0,1
22915,22915,1,2
22916,22916,0,2
22917,22917,1,3
22918,22918,0,3
22919,22919,1,4
22920,22920,0,4
22921,22921,1,5
22922,22922,0,5
22923,22923,1,6
22924,22924,0,6
22925,22925,1,7
22926,22926,0,7
22927,22927,1,8
22928,22928,0,8
22929,22929,1,9
22930,22930,0,9
22931,22931,1,10
22932,22932,0,10
22933,22933,1,11
22934,22934,0,11
22935,22935,1,12
22936,22936,0,12
22937,22937,1,13
22938,22938,0,13
22939,22939,1,14
22940,22940,0,14
22941,22941,1,15
22942,22942,0,15
22943,22943,1,16
22944,22944,0,16
22945,22945,1,17
22946,22946,0,17
22947,22947,1,18
22948,22948,0,18
22949,22949,1,19
22950,22950,0,19
22951,22951,1,20
22952,22952,0,20
22953,22953,1,21
22954,22954,0,21
22955,22955,1,22
22956,22956,0,22
22957,22957,1,23
22958,22958,0,23
22959,22959,1,24
22960,22960,0,24
22961,22961,1,25
22962,22962,0,25
22963,22963,1,26
22964,22964,0,26
22965,22965,1,27
22966,22966,0,27
