,time,clock,rising,D,Q,Q+,correct
76195,76195,0,0,1,1,0,0
76196,76196,1,0,0,1,1,1
76197,76197,1,0,1,1,1,1
76198,76198,1,1,0,1,0,1
76199,76199,1,1,1,0,0,0
76200,76200,0,0,0,1,1,1
76201,76201,0,0,1,1,1,1
76202,76202,1,0,0,1,0,0
76203,76203,1,0,1,1,0,0
76204,76204,1,1,0,1,1,0
76205,76205,1,1,1,0,0,0
76206,76206,0,0,0,1,1,1
76207,76207,0,0,1,1,1,1
76208,76208,1,0,0,1,1,1
76209,76209,1,0,1,1,0,0
76210,76210,1,1,0,1,1,0
76211,76211,1,1,1,0,1,1
76212,76212,0,0,0,1,1,1
76213,76213,0,0,1,1,0,0
76214,76214,1,0,0,1,0,0
76215,76215,1,0,1,1,1,1
76216,76216,1,1,0,1,0,1
76217,76217,1,1,1,0,1,1
76218,76218,0,0,0,1,0,0
76219,76219,0,0,1,1,1,1
76220,76220,1,0,0,1,1,1
76221,76221,1,0,1,1,1,1
76222,76222,1,1,0,1,0,1
76223,76223,1,1,1,0,1,1
76224,76224,0,0,0,1,1,1
76225,76225,0,0,1,1,0,0
76226,76226,1,0,0,1,1,1
76227,76227,1,0,1,1,1,1
76228,76228,1,1,0,1,1,0
76229,76229,1,1,1,0,0,0
76230,76230,0,0,0,1,0,0
76231,76231,0,0,1,1,1,1
76232,76232,1,0,0,1,1,1
76233,76233,1,0,1,1,1,1
76234,76234,1,1,0,1,0,1
76235,76235,1,1,1,0,0,0
76236,76236,0,0,0,1,0,0
76237,76237,0,0,1,1,1,1
76238,76238,1,0,0,1,0,0
76239,76239,1,0,1,1,1,1
76240,76240,1,1,0,1,1,0
76241,76241,1,1,1,0,0,0
76242,76242,0,0,0,1,1,1
76243,76243,0,0,1,1,1,1
76244,76244,1,0,0,1,1,1
76245,76245,1,0,1,1,1,1
76246,76246,1,1,0,1,1,0
76247,76247,1,1,1,0,0,0
76248,76248,0,0,0,1,1,1
76249,76249,0,0,1,1,0,0
76250,76250,1,0,0,1,0,0
76251,76251,1,0,1,1,0,0
76252,76252,1,1,0,1,0,1
76253,76253,1,1,1,0,0,0
76254,76254,0,0,0,1,1,1
76255,76255,0,0,1,1,0,0
76256,76256,1,0,0,1,1,1
76257,76257,1,0,1,1,0,0
76258,76258,1,1,0,1,1,0
76259,76259,1,1,1,0,0,0
76260,76260,0,0,0,1,1,1
76261,76261,0,0,1,1,0,0
76262,76262,1,0,0,1,1,1
76263,76263,1,0,1,1,1,1
76264,76264,1,1,0,1,0,1
76265,76265,1,1,1,0,0,0
76266,76266,0,0,0,1,1,1
76267,76267,0,0,1,1,0,0
76268,76268,1,0,0,1,0,0
76269,76269,1,0,1,1,0,0
76270,76270,1,1,0,1,0,1
76271,76271,1,1,1,0,0,0
76272,76272,0,0,0,1,0,0
76273,76273,0,0,1,1,1,1
76274,76274,1,0,0,1,1,1
76275,76275,1,0,1,1,1,1
76276,76276,1,1,0,1,0,1
76277,76277,1,1,1,0,0,0
76278,76278,0,0,0,1,1,1
76279,76279,0,0,1,1,0,0
76280,76280,1,0,0,1,1,1
76281,76281,1,0,1,1,1,1
76282,76282,1,1,0,1,1,0
76283,76283,1,1,1,0,1,1
76284,76284,0,0,0,1,1,1
76285,76285,0,0,1,1,0,0
76286,76286,1,0,0,1,1,1
76287,76287,1,0,1,1,0,0
76288,76288,1,1,0,1,0,1
76289,76289,1,1,1,0,1,1
76290,76290,0,0,0,1,0,0
76291,76291,0,0,1,1,1,1
76292,76292,1,0,0,1,1,1
76293,76293,1,0,1,1,1,1
76294,76294,1,1,0,1,0,1
76295,76295,1,1,1,0,1,1
76296,76296,0,0,0,1,0,0
76297,76297,0,0,1,1,0,0
76298,76298,1,0,0,1,0,0
76299,76299,1,0,1,1,0,0
76300,76300,1,1,0,1,0,1
76301,76301,1,1,1,0,1,1
76302,76302,0,0,0,1,1,1
76303,76303,0,0,1,1,0,0
76304,76304,1,0,0,1,1,1
76305,76305,1,0,1,1,1,1
76306,76306,1,1,0,1,0,1
76307,76307,1,1,1,0,0,0
76308,76308,0,0,0,1,0,0
76309,76309,0,0,1,1,1,1
76310,76310,1,0,0,1,0,0
76311,76311,1,0,1,1,0,0
76312,76312,1,1,0,1,1,0
76313,76313,1,1,1,0,1,1
76314,76314,0,0,0,1,0,0
76315,76315,0,0,1,1,0,0
76316,76316,1,0,0,1,0,0
76317,76317,1,0,1,1,0,0
76318,76318,1,1,0,1,1,0
76319,76319,1,1,1,0,0,0
76320,76320,0,0,0,1,0,0
76321,76321,0,0,1,1,1,1
76322,76322,1,0,0,1,0,0
76323,76323,1,0,1,1,1,1
76324,76324,1,1,0,1,0,1
76325,76325,1,1,1,0,0,0
76326,76326,0,0,0,1,0,0
76327,76327,0,0,1,1,0,0
76328,76328,1,0,0,1,1,1
76329,76329,1,0,1,1,0,0
76330,76330,1,1,0,1,0,1
76331,76331,1,1,1,0,0,0
76332,76332,0,0,0,1,1,1
76333,76333,0,0,1,1,0,0
76334,76334,1,0,0,1,0,0
76335,76335,1,0,1,1,0,0
76336,76336,1,1,0,1,0,1
76337,76337,1,1,1,0,0,0
76338,76338,0,0,0,1,0,0
76339,76339,0,0,1,1,0,0
76340,76340,1,0,0,1,0,0
76341,76341,1,0,1,1,0,0
76342,76342,1,1,0,1,0,1
76343,76343,1,1,1,0,0,0
76344,76344,0,0,0,1,0,0
76345,76345,0,0,1,1,0,0
76346,76346,1,0,0,1,1,1
76347,76347,1,0,1,1,1,1
76348,76348,1,1,0,1,0,1
76349,76349,1,1,1,0,1,1
76350,76350,0,0,0,1,1,1
76351,76351,0,0,1,1,0,0
76352,76352,1,0,0,1,1,1
76353,76353,1,0,1,1,1,1
76354,76354,1,1,0,1,0,1
76355,76355,1,1,1,0,1,1
76356,76356,0,0,0,1,0,0
76357,76357,0,0,1,1,0,0
76358,76358,1,0,0,1,0,0
76359,76359,1,0,1,1,1,1
76360,76360,1,1,0,1,1,0
76361,76361,1,1,1,0,0,0
76362,76362,0,0,0,1,1,1
76363,76363,0,0,1,1,1,1
76364,76364,1,0,0,1,0,0
76365,76365,1,0,1,1,1,1
76366,76366,1,1,0,1,0,1
76367,76367,1,1,1,0,1,1
76368,76368,0,0,0,1,0,0
76369,76369,0,0,1,1,1,1
76370,76370,1,0,0,1,1,1
76371,76371,1,0,1,1,1,1
76372,76372,1,1,0,1,1,0
76373,76373,1,1,1,0,0,0
76374,76374,0,0,0,1,1,1
76375,76375,0,0,1,1,1,1
76376,76376,1,0,0,1,0,0
76377,76377,1,0,1,1,1,1
76378,76378,1,1,0,1,0,1
76379,76379,1,1,1,0,0,0
76380,76380,0,0,0,1,0,0
76381,76381,0,0,1,1,0,0
76382,76382,1,0,0,1,0,0
76383,76383,1,0,1,1,1,1
76384,76384,1,1,0,1,0,1
76385,76385,1,1,1,0,0,0
76386,76386,0,0,0,1,0,0
76387,76387,0,0,1,1,0,0
76388,76388,1,0,0,1,1,1
76389,76389,1,0,1,1,1,1
76390,76390,1,1,0,1,1,0
76391,76391,1,1,1,0,0,0
76392,76392,0,0,0,1,0,0
76393,76393,0,0,1,1,0,0
76394,76394,1,0,0,1,0,0
76395,76395,1,0,1,1,0,0
76396,76396,1,1,0,1,1,0
76397,76397,1,1,1,0,0,0
76398,76398,0,0,0,1,0,0
76399,76399,0,0,1,1,0,0
76400,76400,1,0,0,1,1,1
76401,76401,1,0,1,1,1,1
76402,76402,1,1,0,1,1,0
76403,76403,1,1,1,0,1,1
76404,76404,0,0,0,1,0,0
76405,76405,0,0,1,1,1,1
76406,76406,1,0,0,1,1,1
76407,76407,1,0,1,1,0,0
76408,76408,1,1,0,1,0,1
76409,76409,1,1,1,0,1,1
76410,76410,0,0,0,1,0,0
76411,76411,0,0,1,1,1,1
76412,76412,1,0,0,1,0,0
76413,76413,1,0,1,1,1,1
76414,76414,1,1,0,1,0,1
76415,76415,1,1,1,0,1,1
76416,76416,0,0,0,1,0,0
76417,76417,0,0,1,1,1,1
76418,76418,1,0,0,1,1,1
76419,76419,1,0,1,1,1,1
76420,76420,1,1,0,1,1,0
76421,76421,1,1,1,0,0,0
76422,76422,0,0,0,1,1,1
76423,76423,0,0,1,1,1,1
76424,76424,1,0,0,1,0,0
76425,76425,1,0,1,1,1,1
76426,76426,1,1,0,1,1,0
76427,76427,1,1,1,0,1,1
76428,76428,0,0,0,1,0,0
76429,76429,0,0,1,1,1,1
76430,76430,1,0,0,1,0,0
76431,76431,1,0,1,1,0,0
76432,76432,1,1,0,1,1,0
76433,76433,1,1,1,0,0,0
76434,76434,0,0,0,1,1,1
76435,76435,0,0,1,1,0,0
76436,76436,1,0,0,1,1,1
76437,76437,1,0,1,1,0,0
76438,76438,1,1,0,1,1,0
76439,76439,1,1,1,0,1,1
76440,76440,0,0,0,1,1,1
76441,76441,0,0,1,1,0,0
76442,76442,1,0,0,1,1,1
76443,76443,1,0,1,1,0,0
76444,76444,1,1,0,1,1,0
76445,76445,1,1,1,0,0,0
76446,76446,0,0,0,1,0,0
76447,76447,0,0,1,1,1,1
76448,76448,1,0,0,1,1,1
76449,76449,1,0,1,1,0,0
76450,76450,1,1,0,1,1,0
76451,76451,1,1,1,0,1,1
76452,76452,0,0,0,1,1,1
76453,76453,0,0,1,1,0,0
76454,76454,1,0,0,1,0,0
76455,76455,1,0,1,1,0,0
76456,76456,1,1,0,1,1,0
76457,76457,1,1,1,0,0,0
76458,76458,0,0,0,1,0,0
76459,76459,0,0,1,1,1,1
76460,76460,1,0,0,1,0,0
76461,76461,1,0,1,1,0,0
76462,76462,1,1,0,1,0,1
76463,76463,1,1,1,0,0,0
76464,76464,0,0,0,1,1,1
76465,76465,0,0,1,1,0,0
76466,76466,1,0,0,1,0,0
76467,76467,1,0,1,1,0,0
76468,76468,1,1,0,1,1,0
76469,76469,1,1,1,0,1,1
76470,76470,0,0,0,1,0,0
76471,76471,0,0,1,1,0,0
76472,76472,1,0,0,1,0,0
76473,76473,1,0,1,1,1,1
76474,76474,1,1,0,1,1,0
76475,76475,1,1,1,0,1,1
76476,76476,0,0,0,1,0,0
76477,76477,0,0,1,1,0,0
76478,76478,1,0,0,1,1,1
76479,76479,1,0,1,1,1,1
76480,76480,1,1,0,1,1,0
76481,76481,1,1,1,0,1,1
76482,76482,0,0,0,1,0,0
76483,76483,0,0,1,1,0,0
76484,76484,1,0,0,1,0,0
76485,76485,1,0,1,1,0,0
76486,76486,1,1,0,1,1,0
76487,76487,1,1,1,0,1,1
76488,76488,0,0,0,1,1,1
76489,76489,0,0,1,1,1,1
76490,76490,1,0,0,1,1,1
76491,76491,1,0,1,1,1,1
76492,76492,1,1,0,1,0,1
76493,76493,1,1,1,0,0,0
76494,76494,0,0,0,1,1,1
76495,76495,0,0,1,1,0,0
76496,76496,1,0,0,1,0,0
76497,76497,1,0,1,1,1,1
76498,76498,1,1,0,1,0,1
76499,76499,1,1,1,0,0,0
76500,76500,0,0,0,1,0,0
76501,76501,0,0,1,1,1,1
76502,76502,1,0,0,1,0,0
76503,76503,1,0,1,1,1,1
76504,76504,1,1,0,1,0,1
76505,76505,1,1,1,0,1,1
76506,76506,0,0,0,1,0,0
76507,76507,0,0,1,1,1,1
76508,76508,1,0,0,1,0,0
76509,76509,1,0,1,1,1,1
76510,76510,1,1,0,1,1,0
76511,76511,1,1,1,0,0,0
76512,76512,0,0,0,1,0,0
76513,76513,0,0,1,1,0,0
76514,76514,1,0,0,1,1,1
76515,76515,1,0,1,1,0,0
76516,76516,1,1,0,1,0,1
76517,76517,1,1,1,0,1,1
76518,76518,0,0,0,1,0,0
76519,76519,0,0,1,1,0,0
76520,76520,1,0,0,1,0,0
76521,76521,1,0,1,1,0,0
76522,76522,1,1,0,1,0,1
76523,76523,1,1,1,0,1,1
76524,76524,0,0,0,1,0,0
76525,76525,0,0,1,1,0,0
76526,76526,1,0,0,1,1,1
76527,76527,1,0,1,1,1,1
76528,76528,1,1,0,1,1,0
76529,76529,1,1,1,0,0,0
76530,76530,0,0,0,1,0,0
76531,76531,0,0,1,1,0,0
76532,76532,1,0,0,1,1,1
76533,76533,1,0,1,1,0,0
76534,76534,1,1,0,1,1,0
76535,76535,1,1,1,0,0,0
76536,76536,0,0,0,1,1,1
76537,76537,0,0,1,1,1,1
76538,76538,1,0,0,1,0,0
76539,76539,1,0,1,1,1,1
76540,76540,1,1,0,1,0,1
76541,76541,1,1,1,0,1,1
76542,76542,0,0,0,1,0,0
76543,76543,0,0,1,1,1,1
76544,76544,1,0,0,1,1,1
76545,76545,1,0,1,1,1,1
76546,76546,1,1,0,1,1,0
76547,76547,1,1,1,0,0,0
76548,76548,0,0,0,1,0,0
76549,76549,0,0,1,1,0,0
76550,76550,1,0,0,1,0,0
76551,76551,1,0,1,1,1,1
76552,76552,1,1,0,1,1,0
76553,76553,1,1,1,0,1,1
76554,76554,0,0,0,1,0,0
76555,76555,0,0,1,1,1,1
76556,76556,1,0,0,1,1,1
76557,76557,1,0,1,1,0,0
76558,76558,1,1,0,1,1,0
76559,76559,1,1,1,0,1,1
76560,76560,0,0,0,1,1,1
76561,76561,0,0,1,1,1,1
76562,76562,1,0,0,1,1,1
76563,76563,1,0,1,1,0,0
76564,76564,1,1,0,1,1,0
76565,76565,1,1,1,0,1,1
76566,76566,0,0,0,1,1,1
76567,76567,0,0,1,1,1,1
76568,76568,1,0,0,1,0,0
76569,76569,1,0,1,1,1,1
76570,76570,1,1,0,1,1,0
76571,76571,1,1,1,0,1,1
76572,76572,0,0,0,1,0,0
76573,76573,0,0,1,1,0,0
76574,76574,1,0,0,1,0,0
76575,76575,1,0,1,1,0,0
76576,76576,1,1,0,1,0,1
76577,76577,1,1,1,0,0,0
76578,76578,0,0,0,1,0,0
76579,76579,0,0,1,1,0,0
76580,76580,1,0,0,1,0,0
76581,76581,1,0,1,1,0,0
76582,76582,1,1,0,1,1,0
76583,76583,1,1,1,0,0,0
76584,76584,0,0,0,1,1,1
76585,76585,0,0,1,1,1,1
76586,76586,1,0,0,1,1,1
76587,76587,1,0,1,1,1,1
76588,76588,1,1,0,1,0,1
76589,76589,1,1,1,0,1,1
76590,76590,0,0,0,1,0,0
76591,76591,0,0,1,1,1,1
76592,76592,1,0,0,1,1,1
76593,76593,1,0,1,1,1,1
76594,76594,1,1,0,1,1,0
76595,76595,1,1,1,0,0,0
76596,76596,0,0,0,1,1,1
76597,76597,0,0,1,1,1,1
76598,76598,1,0,0,1,0,0
76599,76599,1,0,1,1,0,0
76600,76600,1,1,0,1,1,0
76601,76601,1,1,1,0,0,0
76602,76602,0,0,0,1,1,1
76603,76603,0,0,1,1,1,1
76604,76604,1,0,0,1,1,1
76605,76605,1,0,1,1,1,1
76606,76606,1,1,0,1,1,0
76607,76607,1,1,1,0,1,1
76608,76608,0,0,0,1,0,0
76609,76609,0,0,1,1,1,1
76610,76610,1,0,0,1,0,0
76611,76611,1,0,1,1,1,1
76612,76612,1,1,0,1,0,1
76613,76613,1,1,1,0,0,0
76614,76614,0,0,0,1,1,1
76615,76615,0,0,1,1,1,1
76616,76616,1,0,0,1,1,1
76617,76617,1,0,1,1,0,0
76618,76618,1,1,0,1,0,1
76619,76619,1,1,1,0,0,0
76620,76620,0,0,0,1,0,0
76621,76621,0,0,1,1,0,0
76622,76622,1,0,0,1,1,1
76623,76623,1,0,1,1,1,1
76624,76624,1,1,0,1,0,1
76625,76625,1,1,1,0,0,0
76626,76626,0,0,0,1,0,0
76627,76627,0,0,1,1,1,1
76628,76628,1,0,0,1,1,1
76629,76629,1,0,1,1,1,1
76630,76630,1,1,0,1,1,0
76631,76631,1,1,1,0,1,1
76632,76632,0,0,0,1,1,1
76633,76633,0,0,1,1,1,1
76634,76634,1,0,0,1,1,1
76635,76635,1,0,1,1,1,1
76636,76636,1,1,0,1,1,0
76637,76637,1,1,1,0,0,0
76638,76638,0,0,0,1,1,1
76639,76639,0,0,1,1,0,0
76640,76640,1,0,0,1,0,0
76641,76641,1,0,1,1,1,1
76642,76642,1,1,0,1,1,0
76643,76643,1,1,1,0,0,0
76644,76644,0,0,0,1,0,0
76645,76645,0,0,1,1,0,0
76646,76646,1,0,0,1,0,0
76647,76647,1,0,1,1,1,1
76648,76648,1,1,0,1,1,0
76649,76649,1,1,1,0,1,1
76650,76650,0,0,0,1,1,1
76651,76651,0,0,1,1,0,0
76652,76652,1,0,0,1,1,1
76653,76653,1,0,1,1,0,0
76654,76654,1,1,0,1,0,1
76655,76655,1,1,1,0,0,0
76656,76656,0,0,0,1,0,0
76657,76657,0,0,1,1,1,1
76658,76658,1,0,0,1,1,1
76659,76659,1,0,1,1,0,0
76660,76660,1,1,0,1,1,0
76661,76661,1,1,1,0,0,0
76662,76662,0,0,0,1,0,0
76663,76663,0,0,1,1,0,0
76664,76664,1,0,0,1,0,0
76665,76665,1,0,1,1,1,1
76666,76666,1,1,0,1,0,1
76667,76667,1,1,1,0,0,0
76668,76668,0,0,0,1,0,0
76669,76669,0,0,1,1,1,1
76670,76670,1,0,0,1,0,0
76671,76671,1,0,1,1,0,0
76672,76672,1,1,0,1,1,0
76673,76673,1,1,1,0,0,0
76674,76674,0,0,0,1,0,0
76675,76675,0,0,1,1,0,0
76676,76676,1,0,0,1,1,1
76677,76677,1,0,1,1,0,0
76678,76678,1,1,0,1,1,0
76679,76679,1,1,1,0,1,1
76680,76680,0,0,0,1,0,0
76681,76681,0,0,1,1,0,0
76682,76682,1,0,0,1,0,0
76683,76683,1,0,1,1,1,1
76684,76684,1,1,0,1,1,0
76685,76685,1,1,1,0,0,0
76686,76686,0,0,0,1,1,1
76687,76687,0,0,1,1,1,1
76688,76688,1,0,0,1,1,1
76689,76689,1,0,1,1,0,0
76690,76690,1,1,0,1,0,1
76691,76691,1,1,1,0,0,0
76692,76692,0,0,0,1,1,1
76693,76693,0,0,1,1,0,0
76694,76694,1,0,0,1,0,0
76695,76695,1,0,1,1,1,1
76696,76696,1,1,0,1,0,1
76697,76697,1,1,1,0,0,0
76698,76698,0,0,0,1,0,0
76699,76699,0,0,1,1,1,1
76700,76700,1,0,0,1,1,1
76701,76701,1,0,1,1,0,0
76702,76702,1,1,0,1,1,0
76703,76703,1,1,1,0,0,0
76704,76704,0,0,0,1,1,1
76705,76705,0,0,1,1,1,1
76706,76706,1,0,0,1,0,0
76707,76707,1,0,1,1,1,1
76708,76708,1,1,0,1,1,0
76709,76709,1,1,1,0,0,0
76710,76710,0,0,0,1,1,1
76711,76711,0,0,1,1,1,1
76712,76712,1,0,0,1,1,1
76713,76713,1,0,1,1,0,0
76714,76714,1,1,0,1,0,1
76715,76715,1,1,1,0,0,0
76716,76716,0,0,0,1,0,0
76717,76717,0,0,1,1,1,1
76718,76718,1,0,0,1,0,0
76719,76719,1,0,1,1,1,1
76720,76720,1,1,0,1,1,0
76721,76721,1,1,1,0,0,0
76722,76722,0,0,0,1,1,1
76723,76723,0,0,1,1,1,1
76724,76724,1,0,0,1,0,0
76725,76725,1,0,1,1,0,0
76726,76726,1,1,0,1,1,0
76727,76727,1,1,1,0,0,0
76728,76728,0,0,0,1,0,0
76729,76729,0,0,1,1,1,1
76730,76730,1,0,0,1,0,0
76731,76731,1,0,1,1,1,1
76732,76732,1,1,0,1,0,1
76733,76733,1,1,1,0,0,0
76734,76734,0,0,0,1,0,0
76735,76735,0,0,1,1,1,1
76736,76736,1,0,0,1,1,1
76737,76737,1,0,1,1,0,0
76738,76738,1,1,0,1,0,1
76739,76739,1,1,1,0,1,1
76740,76740,0,0,0,1,1,1
76741,76741,0,0,1,1,0,0
76742,76742,1,0,0,1,0,0
76743,76743,1,0,1,1,1,1
76744,76744,1,1,0,1,1,0
76745,76745,1,1,1,0,0,0
76746,76746,0,0,0,1,0,0
76747,76747,0,0,1,1,0,0
76748,76748,1,0,0,1,1,1
76749,76749,1,0,1,1,1,1
76750,76750,1,1,0,1,0,1
76751,76751,1,1,1,0,1,1
76752,76752,0,0,0,1,0,0
76753,76753,0,0,1,1,1,1
76754,76754,1,0,0,1,0,0
76755,76755,1,0,1,1,1,1
76756,76756,1,1,0,1,0,1
76757,76757,1,1,1,0,1,1
76758,76758,0,0,0,1,0,0
76759,76759,0,0,1,1,0,0
76760,76760,1,0,0,1,0,0
76761,76761,1,0,1,1,1,1
76762,76762,1,1,0,1,0,1
76763,76763,1,1,1,0,1,1
76764,76764,0,0,0,1,1,1
76765,76765,0,0,1,1,0,0
76766,76766,1,0,0,1,0,0
76767,76767,1,0,1,1,0,0
76768,76768,1,1,0,1,1,0
76769,76769,1,1,1,0,1,1
76770,76770,0,0,0,1,1,1
76771,76771,0,0,1,1,1,1
76772,76772,1,0,0,1,0,0
76773,76773,1,0,1,1,0,0
76774,76774,1,1,0,1,1,0
76775,76775,1,1,1,0,1,1
76776,76776,0,0,0,1,0,0
76777,76777,0,0,1,1,0,0
76778,76778,1,0,0,1,0,0
76779,76779,1,0,1,1,0,0
76780,76780,1,1,0,1,0,1
76781,76781,1,1,1,0,1,1
76782,76782,0,0,0,1,0,0
76783,76783,0,0,1,1,1,1
76784,76784,1,0,0,1,1,1
76785,76785,1,0,1,1,1,1
76786,76786,1,1,0,1,0,1
76787,76787,1,1,1,0,1,1
76788,76788,0,0,0,1,1,1
76789,76789,0,0,1,1,1,1
76790,76790,1,0,0,1,0,0
76791,76791,1,0,1,1,0,0
76792,76792,1,1,0,1,1,0
76793,76793,1,1,1,0,1,1
76794,76794,0,0,0,1,1,1
76795,76795,0,0,1,1,1,1
76796,76796,1,0,0,1,1,1
76797,76797,1,0,1,1,1,1
76798,76798,1,1,0,1,1,0
76799,76799,1,1,1,0,0,0
76800,76800,0,0,0,1,1,1
76801,76801,0,0,1,1,1,1
76802,76802,1,0,0,1,1,1
76803,76803,1,0,1,1,1,1
76804,76804,1,1,0,1,0,1
76805,76805,1,1,1,0,1,1
76806,76806,0,0,0,1,1,1
76807,76807,0,0,1,1,1,1
76808,76808,1,0,0,1,0,0
76809,76809,1,0,1,1,1,1
76810,76810,1,1,0,1,0,1
76811,76811,1,1,1,0,1,1
76812,76812,0,0,0,1,1,1
76813,76813,0,0,1,1,1,1
76814,76814,1,0,0,1,1,1
76815,76815,1,0,1,1,0,0
76816,76816,1,1,0,1,1,0
76817,76817,1,1,1,0,1,1
76818,76818,0,0,0,1,0,0
76819,76819,0,0,1,1,1,1
76820,76820,1,0,0,1,0,0
76821,76821,1,0,1,1,0,0
76822,76822,1,1,0,1,1,0
76823,76823,1,1,1,0,1,1
76824,76824,0,0,0,1,0,0
76825,76825,0,0,1,1,0,0
76826,76826,1,0,0,1,0,0
76827,76827,1,0,1,1,1,1
76828,76828,1,1,0,1,1,0
76829,76829,1,1,1,0,1,1
76830,76830,0,0,0,1,1,1
76831,76831,0,0,1,1,1,1
76832,76832,1,0,0,1,1,1
76833,76833,1,0,1,1,1,1
76834,76834,1,1,0,1,1,0
76835,76835,1,1,1,0,1,1
76836,76836,0,0,0,1,0,0
76837,76837,0,0,1,1,1,1
76838,76838,1,0,0,1,0,0
76839,76839,1,0,1,1,1,1
76840,76840,1,1,0,1,0,1
76841,76841,1,1,1,0,1,1
76842,76842,0,0,0,1,0,0
76843,76843,0,0,1,1,1,1
76844,76844,1,0,0,1,0,0
76845,76845,1,0,1,1,0,0
76846,76846,1,1,0,1,0,1
76847,76847,1,1,1,0,1,1
76848,76848,0,0,0,1,0,0
76849,76849,0,0,1,1,1,1
76850,76850,1,0,0,1,1,1
76851,76851,1,0,1,1,1,1
76852,76852,1,1,0,1,0,1
76853,76853,1,1,1,0,0,0
76854,76854,0,0,0,1,0,0
76855,76855,0,0,1,1,0,0
76856,76856,1,0,0,1,1,1
76857,76857,1,0,1,1,1,1
76858,76858,1,1,0,1,0,1
76859,76859,1,1,1,0,0,0
76860,76860,0,0,0,1,0,0
76861,76861,0,0,1,1,1,1
76862,76862,1,0,0,1,0,0
76863,76863,1,0,1,1,0,0
76864,76864,1,1,0,1,1,0
76865,76865,1,1,1,0,0,0
76866,76866,0,0,0,1,1,1
76867,76867,0,0,1,1,0,0
76868,76868,1,0,0,1,0,0
76869,76869,1,0,1,1,0,0
76870,76870,1,1,0,1,0,1
76871,76871,1,1,1,0,1,1
76872,76872,0,0,0,1,0,0
76873,76873,0,0,1,1,1,1
76874,76874,1,0,0,1,0,0
76875,76875,1,0,1,1,0,0
76876,76876,1,1,0,1,0,1
76877,76877,1,1,1,0,0,0
76878,76878,0,0,0,1,1,1
76879,76879,0,0,1,1,1,1
76880,76880,1,0,0,1,1,1
76881,76881,1,0,1,1,0,0
76882,76882,1,1,0,1,0,1
76883,76883,1,1,1,0,1,1
76884,76884,0,0,0,1,1,1
76885,76885,0,0,1,1,1,1
76886,76886,1,0,0,1,0,0
76887,76887,1,0,1,1,1,1
76888,76888,1,1,0,1,1,0
76889,76889,1,1,1,0,1,1
76890,76890,0,0,0,1,0,0
76891,76891,0,0,1,1,0,0
76892,76892,1,0,0,1,0,0
76893,76893,1,0,1,1,0,0
76894,76894,1,1,0,1,0,1
76895,76895,1,1,1,0,1,1
76896,76896,0,0,0,1,0,0
76897,76897,0,0,1,1,1,1
76898,76898,1,0,0,1,0,0
76899,76899,1,0,1,1,0,0
76900,76900,1,1,0,1,1,0
76901,76901,1,1,1,0,0,0
76902,76902,0,0,0,1,0,0
76903,76903,0,0,1,1,1,1
76904,76904,1,0,0,1,0,0
76905,76905,1,0,1,1,0,0
76906,76906,1,1,0,1,0,1
76907,76907,1,1,1,0,0,0
76908,76908,0,0,0,1,1,1
76909,76909,0,0,1,1,0,0
76910,76910,1,0,0,1,1,1
76911,76911,1,0,1,1,0,0
76912,76912,1,1,0,1,1,0
76913,76913,1,1,1,0,1,1
76914,76914,0,0,0,1,1,1
76915,76915,0,0,1,1,1,1
76916,76916,1,0,0,1,0,0
76917,76917,1,0,1,1,1,1
76918,76918,1,1,0,1,1,0
76919,76919,1,1,1,0,1,1
76920,76920,0,0,0,1,0,0
76921,76921,0,0,1,1,0,0
76922,76922,1,0,0,1,0,0
76923,76923,1,0,1,1,0,0
76924,76924,1,1,0,1,0,1
76925,76925,1,1,1,0,1,1
76926,76926,0,0,0,1,0,0
76927,76927,0,0,1,1,0,0
76928,76928,1,0,0,1,0,0
76929,76929,1,0,1,1,1,1
76930,76930,1,1,0,1,0,1
76931,76931,1,1,1,0,1,1
76932,76932,0,0,0,1,1,1
76933,76933,0,0,1,1,1,1
76934,76934,1,0,0,1,0,0
76935,76935,1,0,1,1,0,0
76936,76936,1,1,0,1,1,0
76937,76937,1,1,1,0,1,1
76938,76938,0,0,0,1,1,1
76939,76939,0,0,1,1,1,1
76940,76940,1,0,0,1,1,1
76941,76941,1,0,1,1,0,0
76942,76942,1,1,0,1,1,0
76943,76943,1,1,1,0,0,0
76944,76944,0,0,0,1,1,1
76945,76945,0,0,1,1,1,1
76946,76946,1,0,0,1,1,1
76947,76947,1,0,1,1,1,1
76948,76948,1,1,0,1,0,1
76949,76949,1,1,1,0,1,1
76950,76950,0,0,0,1,1,1
76951,76951,0,0,1,1,1,1
76952,76952,1,0,0,1,1,1
76953,76953,1,0,1,1,0,0
76954,76954,1,1,0,1,1,0
76955,76955,1,1,1,0,1,1
76956,76956,0,0,0,1,1,1
76957,76957,0,0,1,1,0,0
76958,76958,1,0,0,1,0,0
76959,76959,1,0,1,1,1,1
76960,76960,1,1,0,1,0,1
76961,76961,1,1,1,0,1,1
76962,76962,0,0,0,1,1,1
76963,76963,0,0,1,1,0,0
76964,76964,1,0,0,1,0,0
76965,76965,1,0,1,1,1,1
76966,76966,1,1,0,1,1,0
76967,76967,1,1,1,0,1,1
76968,76968,0,0,0,1,0,0
76969,76969,0,0,1,1,1,1
76970,76970,1,0,0,1,1,1
