,clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,OUTCHANGED,CORRECT
97864,97864,1,1,0,0,1,0,0,1,0,0,0,1,1
97865,97865,1,1,0,0,1,0,0,1,0,0,1,0,0
97866,97866,1,1,0,0,1,0,0,1,0,1,0,0,1
97867,97867,1,1,0,0,1,0,0,1,0,1,1,1,0
97868,97868,1,1,0,0,1,0,0,1,1,0,0,1,1
97869,97869,1,1,0,0,1,0,0,1,1,0,1,1,0
97870,97870,1,1,0,0,1,0,0,1,1,1,0,0,1
97871,97871,1,1,0,0,1,0,0,1,1,1,1,0,0
97872,97872,1,1,0,0,1,0,1,0,0,0,0,0,0
97873,97873,1,1,0,0,1,0,1,0,0,0,1,0,0
97874,97874,1,1,0,0,1,0,1,0,0,1,0,1,0
97875,97875,1,1,0,0,1,0,1,0,0,1,1,1,1
97876,97876,1,1,0,0,1,0,1,0,1,0,0,0,0
97877,97877,1,1,0,0,1,0,1,0,1,0,1,1,0
97878,97878,1,1,0,0,1,0,1,0,1,1,0,0,1
97879,97879,1,1,0,0,1,0,1,0,1,1,1,1,0
97880,97880,1,1,0,0,1,0,1,1,0,0,0,1,1
97881,97881,1,1,0,0,1,0,1,1,0,0,1,0,0
97882,97882,1,1,0,0,1,0,1,1,0,1,0,1,0
97883,97883,1,1,0,0,1,0,1,1,0,1,1,1,1
97884,97884,1,1,0,0,1,0,1,1,1,0,0,0,0
97885,97885,1,1,0,0,1,0,1,1,1,0,1,0,1
97886,97886,1,1,0,0,1,0,1,1,1,1,0,1,0
97887,97887,1,1,0,0,1,0,1,1,1,1,1,0,0
97888,97888,1,1,0,0,1,1,0,0,0,0,0,1,1
97889,97889,1,1,0,0,1,1,0,0,0,0,1,0,0
97890,97890,1,1,0,0,1,1,0,0,0,1,0,1,0
97891,97891,1,1,0,0,1,1,0,0,0,1,1,1,0
97892,97892,1,1,0,0,1,1,0,0,1,0,0,0,0
97893,97893,1,1,0,0,1,1,0,0,1,0,1,0,0
97894,97894,1,1,0,0,1,1,0,0,1,1,0,0,1
97895,97895,1,1,0,0,1,1,0,0,1,1,1,1,0
97896,97896,1,1,0,0,1,1,0,1,0,0,0,0,0
97897,97897,1,1,0,0,1,1,0,1,0,0,1,1,1
97898,97898,1,1,0,0,1,1,0,1,0,1,0,1,0
97899,97899,1,1,0,0,1,1,0,1,0,1,1,0,1
97900,97900,1,1,0,0,1,1,0,1,1,0,0,1,1
97901,97901,1,1,0,0,1,1,0,1,1,0,1,0,0
97902,97902,1,1,0,0,1,1,0,1,1,1,0,1,0
97903,97903,1,1,0,0,1,1,0,1,1,1,1,0,0
97904,97904,1,1,0,0,1,1,1,0,0,0,0,1,1
97905,97905,1,1,0,0,1,1,1,0,0,0,1,0,0
97906,97906,1,1,0,0,1,1,1,0,0,1,0,1,0
97907,97907,1,1,0,0,1,1,1,0,0,1,1,0,0
97908,97908,1,1,0,0,1,1,1,0,1,0,0,1,1
97909,97909,1,1,0,0,1,1,1,0,1,0,1,1,1
97910,97910,1,1,0,0,1,1,1,0,1,1,0,1,0
97911,97911,1,1,0,0,1,1,1,0,1,1,1,1,0
97912,97912,1,1,0,0,1,1,1,1,0,0,0,1,1
97913,97913,1,1,0,0,1,1,1,1,0,0,1,0,0
97914,97914,1,1,0,0,1,1,1,1,0,1,0,0,1
97915,97915,1,1,0,0,1,1,1,1,0,1,1,0,0
97916,97916,1,1,0,0,1,1,1,1,1,0,0,0,0
97917,97917,1,1,0,0,1,1,1,1,1,0,1,1,1
97918,97918,1,1,0,0,1,1,1,1,1,1,0,0,1
97919,97919,1,1,0,0,1,1,1,1,1,1,1,1,1
97920,97920,1,1,0,1,0,0,0,0,0,0,0,0,0
97921,97921,1,1,0,1,0,0,0,0,0,0,1,1,0
97922,97922,1,1,0,1,0,0,0,0,0,1,0,0,1
97923,97923,1,1,0,1,0,0,0,0,0,1,1,1,0
97924,97924,1,1,0,1,0,0,0,0,1,0,0,0,0
97925,97925,1,1,0,1,0,0,0,0,1,0,1,0,1
97926,97926,1,1,0,1,0,0,0,0,1,1,0,0,0
97927,97927,1,1,0,1,0,0,0,0,1,1,1,1,0
97928,97928,1,1,0,1,0,0,0,1,0,0,0,1,1
97929,97929,1,1,0,1,0,0,0,1,0,0,1,1,0
97930,97930,1,1,0,1,0,0,0,1,0,1,0,1,0
97931,97931,1,1,0,1,0,0,0,1,0,1,1,0,1
97932,97932,1,1,0,1,0,0,0,1,1,0,0,0,0
97933,97933,1,1,0,1,0,0,0,1,1,0,1,0,1
97934,97934,1,1,0,1,0,0,0,1,1,1,0,0,0
97935,97935,1,1,0,1,0,0,0,1,1,1,1,0,0
97936,97936,1,1,0,1,0,0,1,0,0,0,0,1,1
97937,97937,1,1,0,1,0,0,1,0,0,0,1,0,1
97938,97938,1,1,0,1,0,0,1,0,0,1,0,0,1
97939,97939,1,1,0,1,0,0,1,0,0,1,1,1,1
97940,97940,1,1,0,1,0,0,1,0,1,0,0,1,1
97941,97941,1,1,0,1,0,0,1,0,1,0,1,1,0
97942,97942,1,1,0,1,0,0,1,0,1,1,0,1,1
97943,97943,1,1,0,1,0,0,1,0,1,1,1,0,1
97944,97944,1,1,0,1,0,0,1,1,0,0,0,1,1
97945,97945,1,1,0,1,0,0,1,1,0,0,1,1,0
97946,97946,1,1,0,1,0,0,1,1,0,1,0,1,0
97947,97947,1,1,0,1,0,0,1,1,0,1,1,1,1
97948,97948,1,1,0,1,0,0,1,1,1,0,0,1,1
97949,97949,1,1,0,1,0,0,1,1,1,0,1,0,1
97950,97950,1,1,0,1,0,0,1,1,1,1,0,1,1
97951,97951,1,1,0,1,0,0,1,1,1,1,1,1,1
97952,97952,1,1,0,1,0,1,0,0,0,0,0,0,0
97953,97953,1,1,0,1,0,1,0,0,0,0,1,1,0
97954,97954,1,1,0,1,0,1,0,0,0,1,0,0,1
97955,97955,1,1,0,1,0,1,0,0,0,1,1,1,0
97956,97956,1,1,0,1,0,1,0,0,1,0,0,1,1
97957,97957,1,1,0,1,0,1,0,0,1,0,1,0,0
97958,97958,1,1,0,1,0,1,0,0,1,1,0,0,0
97959,97959,1,1,0,1,0,1,0,0,1,1,1,0,1
97960,97960,1,1,0,1,0,1,0,1,0,0,0,1,1
97961,97961,1,1,0,1,0,1,0,1,0,0,1,0,1
97962,97962,1,1,0,1,0,1,0,1,0,1,0,0,1
97963,97963,1,1,0,1,0,1,0,1,0,1,1,0,1
97964,97964,1,1,0,1,0,1,0,1,1,0,0,1,1
97965,97965,1,1,0,1,0,1,0,1,1,0,1,0,0
97966,97966,1,1,0,1,0,1,0,1,1,1,0,0,0
97967,97967,1,1,0,1,0,1,0,1,1,1,1,0,0
97968,97968,1,1,0,1,0,1,1,0,0,0,0,1,1
97969,97969,1,1,0,1,0,1,1,0,0,0,1,0,1
97970,97970,1,1,0,1,0,1,1,0,0,1,0,0,1
97971,97971,1,1,0,1,0,1,1,0,0,1,1,0,0
97972,97972,1,1,0,1,0,1,1,0,1,0,0,0,0
97973,97973,1,1,0,1,0,1,1,0,1,0,1,1,1
97974,97974,1,1,0,1,0,1,1,0,1,1,0,0,0
97975,97975,1,1,0,1,0,1,1,0,1,1,1,1,0
97976,97976,1,1,0,1,0,1,1,1,0,0,0,1,1
97977,97977,1,1,0,1,0,1,1,1,0,0,1,1,0
97978,97978,1,1,0,1,0,1,1,1,0,1,0,0,1
97979,97979,1,1,0,1,0,1,1,1,0,1,1,1,1
97980,97980,1,1,0,1,0,1,1,1,1,0,0,0,0
97981,97981,1,1,0,1,0,1,1,1,1,0,1,0,0
97982,97982,1,1,0,1,0,1,1,1,1,1,0,0,0
97983,97983,1,1,0,1,0,1,1,1,1,1,1,0,0
97984,97984,1,1,0,1,1,0,0,0,0,0,0,0,0
97985,97985,1,1,0,1,1,0,0,0,0,0,1,0,0
97986,97986,1,1,0,1,1,0,0,0,0,1,0,1,0
97987,97987,1,1,0,1,1,0,0,0,0,1,1,0,1
97988,97988,1,1,0,1,1,0,0,0,1,0,0,1,1
97989,97989,1,1,0,1,1,0,0,0,1,0,1,1,0
97990,97990,1,1,0,1,1,0,0,0,1,1,0,1,1
97991,97991,1,1,0,1,1,0,0,0,1,1,1,0,1
97992,97992,1,1,0,1,1,0,0,1,0,0,0,0,0
97993,97993,1,1,0,1,1,0,0,1,0,0,1,1,1
97994,97994,1,1,0,1,1,0,0,1,0,1,0,1,0
97995,97995,1,1,0,1,1,0,0,1,0,1,1,0,1
97996,97996,1,1,0,1,1,0,0,1,1,0,0,1,1
97997,97997,1,1,0,1,1,0,0,1,1,0,1,0,1
97998,97998,1,1,0,1,1,0,0,1,1,1,0,0,0
97999,97999,1,1,0,1,1,0,0,1,1,1,1,1,1
98000,98000,1,1,0,1,1,0,1,0,0,0,0,0,0
98001,98001,1,1,0,1,1,0,1,0,0,0,1,1,1
98002,98002,1,1,0,1,1,0,1,0,0,1,0,1,0
98003,98003,1,1,0,1,1,0,1,0,0,1,1,1,1
98004,98004,1,1,0,1,1,0,1,0,1,0,0,1,1
98005,98005,1,1,0,1,1,0,1,0,1,0,1,0,1
98006,98006,1,1,0,1,1,0,1,0,1,1,0,0,0
98007,98007,1,1,0,1,1,0,1,0,1,1,1,1,0
98008,98008,1,1,0,1,1,0,1,1,0,0,0,0,0
98009,98009,1,1,0,1,1,0,1,1,0,0,1,1,1
98010,98010,1,1,0,1,1,0,1,1,0,1,0,1,0
98011,98011,1,1,0,1,1,0,1,1,0,1,1,1,1
98012,98012,1,1,0,1,1,0,1,1,1,0,0,0,0
98013,98013,1,1,0,1,1,0,1,1,1,0,1,1,0
98014,98014,1,1,0,1,1,0,1,1,1,1,0,0,0
98015,98015,1,1,0,1,1,0,1,1,1,1,1,1,1
98016,98016,1,1,0,1,1,1,0,0,0,0,0,1,1
98017,98017,1,1,0,1,1,1,0,0,0,0,1,1,1
98018,98018,1,1,0,1,1,1,0,0,0,1,0,1,0
98019,98019,1,1,0,1,1,1,0,0,0,1,1,0,1
98020,98020,1,1,0,1,1,1,0,0,1,0,0,0,0
98021,98021,1,1,0,1,1,1,0,0,1,0,1,0,0
98022,98022,1,1,0,1,1,1,0,0,1,1,0,0,0
98023,98023,1,1,0,1,1,1,0,0,1,1,1,1,0
98024,98024,1,1,0,1,1,1,0,1,0,0,0,1,1
98025,98025,1,1,0,1,1,1,0,1,0,0,1,1,1
98026,98026,1,1,0,1,1,1,0,1,0,1,0,0,1
98027,98027,1,1,0,1,1,1,0,1,0,1,1,0,1
98028,98028,1,1,0,1,1,1,0,1,1,0,0,1,1
98029,98029,1,1,0,1,1,1,0,1,1,0,1,1,1
98030,98030,1,1,0,1,1,1,0,1,1,1,0,0,0
98031,98031,1,1,0,1,1,1,0,1,1,1,1,1,1
98032,98032,1,1,0,1,1,1,1,0,0,0,0,0,0
98033,98033,1,1,0,1,1,1,1,0,0,0,1,1,1
98034,98034,1,1,0,1,1,1,1,0,0,1,0,1,0
98035,98035,1,1,0,1,1,1,1,0,0,1,1,0,0
98036,98036,1,1,0,1,1,1,1,0,1,0,0,1,1
98037,98037,1,1,0,1,1,1,1,0,1,0,1,0,0
98038,98038,1,1,0,1,1,1,1,0,1,1,0,0,0
98039,98039,1,1,0,1,1,1,1,0,1,1,1,1,0
98040,98040,1,1,0,1,1,1,1,1,0,0,0,0,0
98041,98041,1,1,0,1,1,1,1,1,0,0,1,1,1
98042,98042,1,1,0,1,1,1,1,1,0,1,0,1,0
98043,98043,1,1,0,1,1,1,1,1,0,1,1,1,1
98044,98044,1,1,0,1,1,1,1,1,1,0,0,1,1
98045,98045,1,1,0,1,1,1,1,1,1,0,1,0,0
98046,98046,1,1,0,1,1,1,1,1,1,1,0,1,1
98047,98047,1,1,0,1,1,1,1,1,1,1,1,1,1
98048,98048,1,1,1,0,0,0,0,0,0,0,0,1,1
98049,98049,1,1,1,0,0,0,0,0,0,0,1,1,0
98050,98050,1,1,1,0,0,0,0,0,0,1,0,1,1
98051,98051,1,1,1,0,0,0,0,0,0,1,1,1,0
98052,98052,1,1,1,0,0,0,0,0,1,0,0,0,0
98053,98053,1,1,1,0,0,0,0,0,1,0,1,1,0
98054,98054,1,1,1,0,0,0,0,0,1,1,0,0,1
98055,98055,1,1,1,0,0,0,0,0,1,1,1,0,1
98056,98056,1,1,1,0,0,0,0,1,0,0,0,1,1
98057,98057,1,1,1,0,0,0,0,1,0,0,1,1,0
98058,98058,1,1,1,0,0,0,0,1,0,1,0,0,0
98059,98059,1,1,1,0,0,0,0,1,0,1,1,1,0
98060,98060,1,1,1,0,0,0,0,1,1,0,0,0,0
98061,98061,1,1,1,0,0,0,0,1,1,0,1,0,1
98062,98062,1,1,1,0,0,0,0,1,1,1,0,0,1
98063,98063,1,1,1,0,0,0,0,1,1,1,1,0,0
98064,98064,1,1,1,0,0,0,1,0,0,0,0,1,1
98065,98065,1,1,1,0,0,0,1,0,0,0,1,0,1
98066,98066,1,1,1,0,0,0,1,0,0,1,0,1,1
98067,98067,1,1,1,0,0,0,1,0,0,1,1,1,1
98068,98068,1,1,1,0,0,0,1,0,1,0,0,1,1
98069,98069,1,1,1,0,0,0,1,0,1,0,1,0,1
98070,98070,1,1,1,0,0,0,1,0,1,1,0,0,1
98071,98071,1,1,1,0,0,0,1,0,1,1,1,0,1
98072,98072,1,1,1,0,0,0,1,1,0,0,0,1,1
98073,98073,1,1,1,0,0,0,1,1,0,0,1,1,0
98074,98074,1,1,1,0,0,0,1,1,0,1,0,1,1
98075,98075,1,1,1,0,0,0,1,1,0,1,1,0,0
98076,98076,1,1,1,0,0,0,1,1,1,0,0,1,1
98077,98077,1,1,1,0,0,0,1,1,1,0,1,0,1
98078,98078,1,1,1,0,0,0,1,1,1,1,0,1,0
98079,98079,1,1,1,0,0,0,1,1,1,1,1,1,1
98080,98080,1,1,1,0,0,1,0,0,0,0,0,0,0
98081,98081,1,1,1,0,0,1,0,0,0,0,1,1,0
98082,98082,1,1,1,0,0,1,0,0,0,1,0,1,1
98083,98083,1,1,1,0,0,1,0,0,0,1,1,1,0
98084,98084,1,1,1,0,0,1,0,0,1,0,0,1,1
98085,98085,1,1,1,0,0,1,0,0,1,0,1,1,1
98086,98086,1,1,1,0,0,1,0,0,1,1,0,1,0
98087,98087,1,1,1,0,0,1,0,0,1,1,1,1,0
98088,98088,1,1,1,0,0,1,0,1,0,0,0,1,1
98089,98089,1,1,1,0,0,1,0,1,0,0,1,1,0
98090,98090,1,1,1,0,0,1,0,1,0,1,0,1,1
98091,98091,1,1,1,0,0,1,0,1,0,1,1,1,0
98092,98092,1,1,1,0,0,1,0,1,1,0,0,0,0
98093,98093,1,1,1,0,0,1,0,1,1,0,1,1,1
98094,98094,1,1,1,0,0,1,0,1,1,1,0,1,0
98095,98095,1,1,1,0,0,1,0,1,1,1,1,0,0
98096,98096,1,1,1,0,0,1,1,0,0,0,0,0,0
98097,98097,1,1,1,0,0,1,1,0,0,0,1,0,1
98098,98098,1,1,1,0,0,1,1,0,0,1,0,1,1
98099,98099,1,1,1,0,0,1,1,0,0,1,1,0,0
98100,98100,1,1,1,0,0,1,1,0,1,0,0,1,1
98101,98101,1,1,1,0,0,1,1,0,1,0,1,1,1
98102,98102,1,1,1,0,0,1,1,0,1,1,0,0,1
98103,98103,1,1,1,0,0,1,1,0,1,1,1,1,0
98104,98104,1,1,1,0,0,1,1,1,0,0,0,0,0
98105,98105,1,1,1,0,0,1,1,1,0,0,1,1,0
98106,98106,1,1,1,0,0,1,1,1,0,1,0,0,0
98107,98107,1,1,1,0,0,1,1,1,0,1,1,0,0
98108,98108,1,1,1,0,0,1,1,1,1,0,0,0,0
98109,98109,1,1,1,0,0,1,1,1,1,0,1,1,1
98110,98110,1,1,1,0,0,1,1,1,1,1,0,1,0
98111,98111,1,1,1,0,0,1,1,1,1,1,1,0,0
98112,98112,1,1,1,0,1,0,0,0,0,0,0,1,1
98113,98113,1,1,1,0,1,0,0,0,0,0,1,0,0
98114,98114,1,1,1,0,1,0,0,0,0,1,0,1,1
98115,98115,1,1,1,0,1,0,0,0,0,1,1,1,0
98116,98116,1,1,1,0,1,0,0,0,1,0,0,0,0
98117,98117,1,1,1,0,1,0,0,0,1,0,1,0,1
98118,98118,1,1,1,0,1,0,0,0,1,1,0,0,1
98119,98119,1,1,1,0,1,0,0,0,1,1,1,0,1
98120,98120,1,1,1,0,1,0,0,1,0,0,0,1,1
98121,98121,1,1,1,0,1,0,0,1,0,0,1,1,1
98122,98122,1,1,1,0,1,0,0,1,0,1,0,0,0
98123,98123,1,1,1,0,1,0,0,1,0,1,1,0,1
98124,98124,1,1,1,0,1,0,0,1,1,0,0,1,1
98125,98125,1,1,1,0,1,0,0,1,1,0,1,0,1
98126,98126,1,1,1,0,1,0,0,1,1,1,0,0,1
98127,98127,1,1,1,0,1,0,0,1,1,1,1,0,0
98128,98128,1,1,1,0,1,0,1,0,0,0,0,1,1
98129,98129,1,1,1,0,1,0,1,0,0,0,1,0,0
98130,98130,1,1,1,0,1,0,1,0,0,1,0,0,0
98131,98131,1,1,1,0,1,0,1,0,0,1,1,0,0
98132,98132,1,1,1,0,1,0,1,0,1,0,0,1,1
98133,98133,1,1,1,0,1,0,1,0,1,0,1,1,0
98134,98134,1,1,1,0,1,0,1,0,1,1,0,1,0
98135,98135,1,1,1,0,1,0,1,0,1,1,1,0,1
98136,98136,1,1,1,0,1,0,1,1,0,0,0,1,1
98137,98137,1,1,1,0,1,0,1,1,0,0,1,1,1
98138,98138,1,1,1,0,1,0,1,1,0,1,0,0,0
98139,98139,1,1,1,0,1,0,1,1,0,1,1,1,1
98140,98140,1,1,1,0,1,0,1,1,1,0,0,0,0
98141,98141,1,1,1,0,1,0,1,1,1,0,1,0,1
98142,98142,1,1,1,0,1,0,1,1,1,1,0,0,1
98143,98143,1,1,1,0,1,0,1,1,1,1,1,1,1
98144,98144,1,1,1,0,1,1,0,0,0,0,0,0,0
98145,98145,1,1,1,0,1,1,0,0,0,0,1,1,1
98146,98146,1,1,1,0,1,1,0,0,0,1,0,0,0
98147,98147,1,1,1,0,1,1,0,0,0,1,1,1,0
98148,98148,1,1,1,0,1,1,0,0,1,0,0,0,0
98149,98149,1,1,1,0,1,1,0,0,1,0,1,1,1
98150,98150,1,1,1,0,1,1,0,0,1,1,0,0,1
98151,98151,1,1,1,0,1,1,0,0,1,1,1,1,0
98152,98152,1,1,1,0,1,1,0,1,0,0,0,1,1
98153,98153,1,1,1,0,1,1,0,1,0,0,1,0,0
98154,98154,1,1,1,0,1,1,0,1,0,1,0,0,0
98155,98155,1,1,1,0,1,1,0,1,0,1,1,1,0
98156,98156,1,1,1,0,1,1,0,1,1,0,0,0,0
98157,98157,1,1,1,0,1,1,0,1,1,0,1,1,1
98158,98158,1,1,1,0,1,1,0,1,1,1,0,0,1
98159,98159,1,1,1,0,1,1,0,1,1,1,1,1,1
98160,98160,1,1,1,0,1,1,1,0,0,0,0,0,0
98161,98161,1,1,1,0,1,1,1,0,0,0,1,0,0
98162,98162,1,1,1,0,1,1,1,0,0,1,0,1,1
98163,98163,1,1,1,0,1,1,1,0,0,1,1,0,0
98164,98164,1,1,1,0,1,1,1,0,1,0,0,1,1
98165,98165,1,1,1,0,1,1,1,0,1,0,1,0,0
98166,98166,1,1,1,0,1,1,1,0,1,1,0,1,0
98167,98167,1,1,1,0,1,1,1,0,1,1,1,1,0
98168,98168,1,1,1,0,1,1,1,1,0,0,0,0,0
98169,98169,1,1,1,0,1,1,1,1,0,0,1,0,0
98170,98170,1,1,1,0,1,1,1,1,0,1,0,0,0
98171,98171,1,1,1,0,1,1,1,1,0,1,1,1,1
98172,98172,1,1,1,0,1,1,1,1,1,0,0,1,1
98173,98173,1,1,1,0,1,1,1,1,1,0,1,1,1
98174,98174,1,1,1,0,1,1,1,1,1,1,0,1,0
98175,98175,1,1,1,0,1,1,1,1,1,1,1,0,0
98176,98176,1,1,1,1,0,0,0,0,0,0,0,1,1
98177,98177,1,1,1,1,0,0,0,0,0,0,1,1,0
98178,98178,1,1,1,1,0,0,0,0,0,1,0,0,0
98179,98179,1,1,1,1,0,0,0,0,0,1,1,1,0
98180,98180,1,1,1,1,0,0,0,0,1,0,0,0,0
98181,98181,1,1,1,1,0,0,0,0,1,0,1,0,1
98182,98182,1,1,1,1,0,0,0,0,1,1,0,1,1
98183,98183,1,1,1,1,0,0,0,0,1,1,1,0,1
98184,98184,1,1,1,1,0,0,0,1,0,0,0,0,0
98185,98185,1,1,1,1,0,0,0,1,0,0,1,0,1
98186,98186,1,1,1,1,0,0,0,1,0,1,0,1,1
98187,98187,1,1,1,1,0,0,0,1,0,1,1,0,1
98188,98188,1,1,1,1,0,0,0,1,1,0,0,1,1
98189,98189,1,1,1,1,0,0,0,1,1,0,1,1,0
98190,98190,1,1,1,1,0,0,0,1,1,1,0,0,0
98191,98191,1,1,1,1,0,0,0,1,1,1,1,1,1
98192,98192,1,1,1,1,0,0,1,0,0,0,0,1,1
98193,98193,1,1,1,1,0,0,1,0,0,0,1,0,1
98194,98194,1,1,1,1,0,0,1,0,0,1,0,0,0
98195,98195,1,1,1,1,0,0,1,0,0,1,1,0,0
98196,98196,1,1,1,1,0,0,1,0,1,0,0,0,0
98197,98197,1,1,1,1,0,0,1,0,1,0,1,0,1
98198,98198,1,1,1,1,0,0,1,0,1,1,0,1,1
98199,98199,1,1,1,1,0,0,1,0,1,1,1,0,1
98200,98200,1,1,1,1,0,0,1,1,0,0,0,1,1
98201,98201,1,1,1,1,0,0,1,1,0,0,1,1,0
98202,98202,1,1,1,1,0,0,1,1,0,1,0,1,1
98203,98203,1,1,1,1,0,0,1,1,0,1,1,1,1
98204,98204,1,1,1,1,0,0,1,1,1,0,0,0,0
98205,98205,1,1,1,1,0,0,1,1,1,0,1,1,0
98206,98206,1,1,1,1,0,0,1,1,1,1,0,0,0
98207,98207,1,1,1,1,0,0,1,1,1,1,1,1,1
98208,98208,1,1,1,1,0,1,0,0,0,0,0,0,0
98209,98209,1,1,1,1,0,1,0,0,0,0,1,0,1
98210,98210,1,1,1,1,0,1,0,0,0,1,0,1,1
98211,98211,1,1,1,1,0,1,0,0,0,1,1,0,1
98212,98212,1,1,1,1,0,1,0,0,1,0,0,0,0
98213,98213,1,1,1,1,0,1,0,0,1,0,1,0,0
98214,98214,1,1,1,1,0,1,0,0,1,1,0,0,0
98215,98215,1,1,1,1,0,1,0,0,1,1,1,1,0
98216,98216,1,1,1,1,0,1,0,1,0,0,0,0,0
98217,98217,1,1,1,1,0,1,0,1,0,0,1,1,0
98218,98218,1,1,1,1,0,1,0,1,0,1,0,0,0
98219,98219,1,1,1,1,0,1,0,1,0,1,1,1,0
98220,98220,1,1,1,1,0,1,0,1,1,0,0,1,1
98221,98221,1,1,1,1,0,1,0,1,1,0,1,0,0
98222,98222,1,1,1,1,0,1,0,1,1,1,0,0,0
98223,98223,1,1,1,1,0,1,0,1,1,1,1,1,1
98224,98224,1,1,1,1,0,1,1,0,0,0,0,1,1
98225,98225,1,1,1,1,0,1,1,0,0,0,1,0,1
98226,98226,1,1,1,1,0,1,1,0,0,1,0,1,1
98227,98227,1,1,1,1,0,1,1,0,0,1,1,1,1
98228,98228,1,1,1,1,0,1,1,0,1,0,0,1,1
98229,98229,1,1,1,1,0,1,1,0,1,0,1,1,1
98230,98230,1,1,1,1,0,1,1,0,1,1,0,1,1
98231,98231,1,1,1,1,0,1,1,0,1,1,1,0,1
98232,98232,1,1,1,1,0,1,1,1,0,0,0,0,0
98233,98233,1,1,1,1,0,1,1,1,0,0,1,0,1
98234,98234,1,1,1,1,0,1,1,1,0,1,0,1,1
98235,98235,1,1,1,1,0,1,1,1,0,1,1,1,1
98236,98236,1,1,1,1,0,1,1,1,1,0,0,1,1
98237,98237,1,1,1,1,0,1,1,1,1,0,1,1,1
98238,98238,1,1,1,1,0,1,1,1,1,1,0,1,1
98239,98239,1,1,1,1,0,1,1,1,1,1,1,1,1
98240,98240,1,1,1,1,1,0,0,0,0,0,0,0,0
98241,98241,1,1,1,1,1,0,0,0,0,0,1,1,1
98242,98242,1,1,1,1,1,0,0,0,0,1,0,0,0
98243,98243,1,1,1,1,1,0,0,0,0,1,1,0,1
98244,98244,1,1,1,1,1,0,0,0,1,0,0,1,1
98245,98245,1,1,1,1,1,0,0,0,1,0,1,1,0
98246,98246,1,1,1,1,1,0,0,0,1,1,0,0,0
98247,98247,1,1,1,1,1,0,0,0,1,1,1,1,0
98248,98248,1,1,1,1,1,0,0,1,0,0,0,0,0
98249,98249,1,1,1,1,1,0,0,1,0,0,1,0,0
98250,98250,1,1,1,1,1,0,0,1,0,1,0,1,1
98251,98251,1,1,1,1,1,0,0,1,0,1,1,1,0
98252,98252,1,1,1,1,1,0,0,1,1,0,0,0,0
98253,98253,1,1,1,1,1,0,0,1,1,0,1,1,0
98254,98254,1,1,1,1,1,0,0,1,1,1,0,0,0
98255,98255,1,1,1,1,1,0,0,1,1,1,1,0,0
98256,98256,1,1,1,1,1,0,1,0,0,0,0,0,0
98257,98257,1,1,1,1,1,0,1,0,0,0,1,0,0
98258,98258,1,1,1,1,1,0,1,0,0,1,0,1,1
98259,98259,1,1,1,1,1,0,1,0,0,1,1,0,0
98260,98260,1,1,1,1,1,0,1,0,1,0,0,0,0
98261,98261,1,1,1,1,1,0,1,0,1,0,1,1,0
98262,98262,1,1,1,1,1,0,1,0,1,1,0,1,1
98263,98263,1,1,1,1,1,0,1,0,1,1,1,1,0
98264,98264,1,1,1,1,1,0,1,1,0,0,0,0,0
98265,98265,1,1,1,1,1,0,1,1,0,0,1,1,1
98266,98266,1,1,1,1,1,0,1,1,0,1,0,0,0
98267,98267,1,1,1,1,1,0,1,1,0,1,1,0,0
98268,98268,1,1,1,1,1,0,1,1,1,0,0,0,0
98269,98269,1,1,1,1,1,0,1,1,1,0,1,0,1
98270,98270,1,1,1,1,1,0,1,1,1,1,0,1,1
98271,98271,1,1,1,1,1,0,1,1,1,1,1,0,0
98272,98272,1,1,1,1,1,1,0,0,0,0,0,0,0
98273,98273,1,1,1,1,1,1,0,0,0,0,1,0,0
98274,98274,1,1,1,1,1,1,0,0,0,1,0,1,1
98275,98275,1,1,1,1,1,1,0,0,0,1,1,1,0
98276,98276,1,1,1,1,1,1,0,0,1,0,0,0,0
98277,98277,1,1,1,1,1,1,0,0,1,0,1,1,1
98278,98278,1,1,1,1,1,1,0,0,1,1,0,1,1
98279,98279,1,1,1,1,1,1,0,0,1,1,1,0,1
98280,98280,1,1,1,1,1,1,0,1,0,0,0,1,1
98281,98281,1,1,1,1,1,1,0,1,0,0,1,1,1
98282,98282,1,1,1,1,1,1,0,1,0,1,0,0,0
98283,98283,1,1,1,1,1,1,0,1,0,1,1,0,1
98284,98284,1,1,1,1,1,1,0,1,1,0,0,1,1
98285,98285,1,1,1,1,1,1,0,1,1,0,1,1,1
98286,98286,1,1,1,1,1,1,0,1,1,1,0,0,0
98287,98287,1,1,1,1,1,1,0,1,1,1,1,1,1
98288,98288,1,1,1,1,1,1,1,0,0,0,0,0,0
98289,98289,1,1,1,1,1,1,1,0,0,0,1,0,0
98290,98290,1,1,1,1,1,1,1,0,0,1,0,0,0
98291,98291,1,1,1,1,1,1,1,0,0,1,1,1,1
98292,98292,1,1,1,1,1,1,1,0,1,0,0,0,0
98293,98293,1,1,1,1,1,1,1,0,1,0,1,1,1
98294,98294,1,1,1,1,1,1,1,0,1,1,0,1,1
98295,98295,1,1,1,1,1,1,1,0,1,1,1,0,1
98296,98296,1,1,1,1,1,1,1,1,0,0,0,1,1
98297,98297,1,1,1,1,1,1,1,1,0,0,1,1,1
98298,98298,1,1,1,1,1,1,1,1,0,1,0,0,0
