clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,out
94823,0,1,0,0,1,1,0,0,1,1,1,0
94824,0,1,0,0,1,1,0,1,0,0,0,0
94825,0,1,0,0,1,1,0,1,0,0,1,1
94826,0,1,0,0,1,1,0,1,0,1,0,0
94827,0,1,0,0,1,1,0,1,0,1,1,0
94828,0,1,0,0,1,1,0,1,1,0,0,1
94829,0,1,0,0,1,1,0,1,1,0,1,1
94830,0,1,0,0,1,1,0,1,1,1,0,0
94831,0,1,0,0,1,1,0,1,1,1,1,1
94832,0,1,0,0,1,1,1,0,0,0,0,0
94833,0,1,0,0,1,1,1,0,0,0,1,1
94834,0,1,0,0,1,1,1,0,0,1,0,0
94835,0,1,0,0,1,1,1,0,0,1,1,1
94836,0,1,0,0,1,1,1,0,1,0,0,1
94837,0,1,0,0,1,1,1,0,1,0,1,1
94838,0,1,0,0,1,1,1,0,1,1,0,0
94839,0,1,0,0,1,1,1,0,1,1,1,0
94840,0,1,0,0,1,1,1,1,0,0,0,0
94841,0,1,0,0,1,1,1,1,0,0,1,1
94842,0,1,0,0,1,1,1,1,0,1,0,0
94843,0,1,0,0,1,1,1,1,0,1,1,1
94844,0,1,0,0,1,1,1,1,1,0,0,1
94845,0,1,0,0,1,1,1,1,1,0,1,1
94846,0,1,0,0,1,1,1,1,1,1,0,0
94847,0,1,0,0,1,1,1,1,1,1,1,1
94848,0,1,0,1,0,0,0,0,0,0,0,0
94849,0,1,0,1,0,0,0,0,0,0,1,0
94850,0,1,0,1,0,0,0,0,0,1,0,0
94851,0,1,0,1,0,0,0,0,0,1,1,0
94852,0,1,0,1,0,0,0,0,1,0,0,1
94853,0,1,0,1,0,0,0,0,1,0,1,0
94854,0,1,0,1,0,0,0,0,1,1,0,1
94855,0,1,0,1,0,0,0,0,1,1,1,0
94856,0,1,0,1,0,0,0,1,0,0,0,0
94857,0,1,0,1,0,0,0,1,0,0,1,0
94858,0,1,0,1,0,0,0,1,0,1,0,0
94859,0,1,0,1,0,0,0,1,0,1,1,0
94860,0,1,0,1,0,0,0,1,1,0,0,1
94861,0,1,0,1,0,0,0,1,1,0,1,0
94862,0,1,0,1,0,0,0,1,1,1,0,1
94863,0,1,0,1,0,0,0,1,1,1,1,1
94864,0,1,0,1,0,0,1,0,0,0,0,0
94865,0,1,0,1,0,0,1,0,0,0,1,0
94866,0,1,0,1,0,0,1,0,0,1,0,0
94867,0,1,0,1,0,0,1,0,0,1,1,1
94868,0,1,0,1,0,0,1,0,1,0,0,1
94869,0,1,0,1,0,0,1,0,1,0,1,0
94870,0,1,0,1,0,0,1,0,1,1,0,1
94871,0,1,0,1,0,0,1,0,1,1,1,0
94872,0,1,0,1,0,0,1,1,0,0,0,0
94873,0,1,0,1,0,0,1,1,0,0,1,0
94874,0,1,0,1,0,0,1,1,0,1,0,0
94875,0,1,0,1,0,0,1,1,0,1,1,1
94876,0,1,0,1,0,0,1,1,1,0,0,1
94877,0,1,0,1,0,0,1,1,1,0,1,0
94878,0,1,0,1,0,0,1,1,1,1,0,1
94879,0,1,0,1,0,0,1,1,1,1,1,1
94880,0,1,0,1,0,1,0,0,0,0,0,0
94881,0,1,0,1,0,1,0,0,0,0,1,0
94882,0,1,0,1,0,1,0,0,0,1,0,0
94883,0,1,0,1,0,1,0,0,0,1,1,0
94884,0,1,0,1,0,1,0,0,1,0,0,1
94885,0,1,0,1,0,1,0,0,1,0,1,1
94886,0,1,0,1,0,1,0,0,1,1,0,1
94887,0,1,0,1,0,1,0,0,1,1,1,0
94888,0,1,0,1,0,1,0,1,0,0,0,0
94889,0,1,0,1,0,1,0,1,0,0,1,0
94890,0,1,0,1,0,1,0,1,0,1,0,0
94891,0,1,0,1,0,1,0,1,0,1,1,0
94892,0,1,0,1,0,1,0,1,1,0,0,1
94893,0,1,0,1,0,1,0,1,1,0,1,1
94894,0,1,0,1,0,1,0,1,1,1,0,1
94895,0,1,0,1,0,1,0,1,1,1,1,1
94896,0,1,0,1,0,1,1,0,0,0,0,0
94897,0,1,0,1,0,1,1,0,0,0,1,0
94898,0,1,0,1,0,1,1,0,0,1,0,0
94899,0,1,0,1,0,1,1,0,0,1,1,1
94900,0,1,0,1,0,1,1,0,1,0,0,1
94901,0,1,0,1,0,1,1,0,1,0,1,1
94902,0,1,0,1,0,1,1,0,1,1,0,1
94903,0,1,0,1,0,1,1,0,1,1,1,0
94904,0,1,0,1,0,1,1,1,0,0,0,0
94905,0,1,0,1,0,1,1,1,0,0,1,0
94906,0,1,0,1,0,1,1,1,0,1,0,0
94907,0,1,0,1,0,1,1,1,0,1,1,1
94908,0,1,0,1,0,1,1,1,1,0,0,1
94909,0,1,0,1,0,1,1,1,1,0,1,1
94910,0,1,0,1,0,1,1,1,1,1,0,1
94911,0,1,0,1,0,1,1,1,1,1,1,1
94912,0,1,0,1,1,0,0,0,0,0,0,0
94913,0,1,0,1,1,0,0,0,0,0,1,1
94914,0,1,0,1,1,0,0,0,0,1,0,0
94915,0,1,0,1,1,0,0,0,0,1,1,0
94916,0,1,0,1,1,0,0,0,1,0,0,1
94917,0,1,0,1,1,0,0,0,1,0,1,0
94918,0,1,0,1,1,0,0,0,1,1,0,1
94919,0,1,0,1,1,0,0,0,1,1,1,0
94920,0,1,0,1,1,0,0,1,0,0,0,0
94921,0,1,0,1,1,0,0,1,0,0,1,1
94922,0,1,0,1,1,0,0,1,0,1,0,0
94923,0,1,0,1,1,0,0,1,0,1,1,0
94924,0,1,0,1,1,0,0,1,1,0,0,1
94925,0,1,0,1,1,0,0,1,1,0,1,0
94926,0,1,0,1,1,0,0,1,1,1,0,1
94927,0,1,0,1,1,0,0,1,1,1,1,1
94928,0,1,0,1,1,0,1,0,0,0,0,0
94929,0,1,0,1,1,0,1,0,0,0,1,1
94930,0,1,0,1,1,0,1,0,0,1,0,0
94931,0,1,0,1,1,0,1,0,0,1,1,1
94932,0,1,0,1,1,0,1,0,1,0,0,1
94933,0,1,0,1,1,0,1,0,1,0,1,0
94934,0,1,0,1,1,0,1,0,1,1,0,1
94935,0,1,0,1,1,0,1,0,1,1,1,0
94936,0,1,0,1,1,0,1,1,0,0,0,0
94937,0,1,0,1,1,0,1,1,0,0,1,1
94938,0,1,0,1,1,0,1,1,0,1,0,0
94939,0,1,0,1,1,0,1,1,0,1,1,1
94940,0,1,0,1,1,0,1,1,1,0,0,1
94941,0,1,0,1,1,0,1,1,1,0,1,0
94942,0,1,0,1,1,0,1,1,1,1,0,1
94943,0,1,0,1,1,0,1,1,1,1,1,1
94944,0,1,0,1,1,1,0,0,0,0,0,0
94945,0,1,0,1,1,1,0,0,0,0,1,1
94946,0,1,0,1,1,1,0,0,0,1,0,0
94947,0,1,0,1,1,1,0,0,0,1,1,0
94948,0,1,0,1,1,1,0,0,1,0,0,1
94949,0,1,0,1,1,1,0,0,1,0,1,1
94950,0,1,0,1,1,1,0,0,1,1,0,1
94951,0,1,0,1,1,1,0,0,1,1,1,0
94952,0,1,0,1,1,1,0,1,0,0,0,0
94953,0,1,0,1,1,1,0,1,0,0,1,1
94954,0,1,0,1,1,1,0,1,0,1,0,0
94955,0,1,0,1,1,1,0,1,0,1,1,0
94956,0,1,0,1,1,1,0,1,1,0,0,1
94957,0,1,0,1,1,1,0,1,1,0,1,1
94958,0,1,0,1,1,1,0,1,1,1,0,1
94959,0,1,0,1,1,1,0,1,1,1,1,1
94960,0,1,0,1,1,1,1,0,0,0,0,0
94961,0,1,0,1,1,1,1,0,0,0,1,1
94962,0,1,0,1,1,1,1,0,0,1,0,0
94963,0,1,0,1,1,1,1,0,0,1,1,1
94964,0,1,0,1,1,1,1,0,1,0,0,1
94965,0,1,0,1,1,1,1,0,1,0,1,1
94966,0,1,0,1,1,1,1,0,1,1,0,1
94967,0,1,0,1,1,1,1,0,1,1,1,0
94968,0,1,0,1,1,1,1,1,0,0,0,0
94969,0,1,0,1,1,1,1,1,0,0,1,1
94970,0,1,0,1,1,1,1,1,0,1,0,0
94971,0,1,0,1,1,1,1,1,0,1,1,1
94972,0,1,0,1,1,1,1,1,1,0,0,1
94973,0,1,0,1,1,1,1,1,1,0,1,1
94974,0,1,0,1,1,1,1,1,1,1,0,1
94975,0,1,0,1,1,1,1,1,1,1,1,1
94976,0,1,1,0,0,0,0,0,0,0,0,0
94977,0,1,1,0,0,0,0,0,0,0,1,0
94978,0,1,1,0,0,0,0,0,0,1,0,1
94979,0,1,1,0,0,0,0,0,0,1,1,0
94980,0,1,1,0,0,0,0,0,1,0,0,1
94981,0,1,1,0,0,0,0,0,1,0,1,0
94982,0,1,1,0,0,0,0,0,1,1,0,0
94983,0,1,1,0,0,0,0,0,1,1,1,0
94984,0,1,1,0,0,0,0,1,0,0,0,0
94985,0,1,1,0,0,0,0,1,0,0,1,0
94986,0,1,1,0,0,0,0,1,0,1,0,1
94987,0,1,1,0,0,0,0,1,0,1,1,0
94988,0,1,1,0,0,0,0,1,1,0,0,1
94989,0,1,1,0,0,0,0,1,1,0,1,0
94990,0,1,1,0,0,0,0,1,1,1,0,0
94991,0,1,1,0,0,0,0,1,1,1,1,1
94992,0,1,1,0,0,0,1,0,0,0,0,0
94993,0,1,1,0,0,0,1,0,0,0,1,0
94994,0,1,1,0,0,0,1,0,0,1,0,1
94995,0,1,1,0,0,0,1,0,0,1,1,1
94996,0,1,1,0,0,0,1,0,1,0,0,1
94997,0,1,1,0,0,0,1,0,1,0,1,0
94998,0,1,1,0,0,0,1,0,1,1,0,0
94999,0,1,1,0,0,0,1,0,1,1,1,0
95000,0,1,1,0,0,0,1,1,0,0,0,0
95001,0,1,1,0,0,0,1,1,0,0,1,0
95002,0,1,1,0,0,0,1,1,0,1,0,1
95003,0,1,1,0,0,0,1,1,0,1,1,1
95004,0,1,1,0,0,0,1,1,1,0,0,1
95005,0,1,1,0,0,0,1,1,1,0,1,0
95006,0,1,1,0,0,0,1,1,1,1,0,0
95007,0,1,1,0,0,0,1,1,1,1,1,1
95008,0,1,1,0,0,1,0,0,0,0,0,0
95009,0,1,1,0,0,1,0,0,0,0,1,0
95010,0,1,1,0,0,1,0,0,0,1,0,1
95011,0,1,1,0,0,1,0,0,0,1,1,0
95012,0,1,1,0,0,1,0,0,1,0,0,1
95013,0,1,1,0,0,1,0,0,1,0,1,1
95014,0,1,1,0,0,1,0,0,1,1,0,0
95015,0,1,1,0,0,1,0,0,1,1,1,0
95016,0,1,1,0,0,1,0,1,0,0,0,0
95017,0,1,1,0,0,1,0,1,0,0,1,0
95018,0,1,1,0,0,1,0,1,0,1,0,1
95019,0,1,1,0,0,1,0,1,0,1,1,0
95020,0,1,1,0,0,1,0,1,1,0,0,1
95021,0,1,1,0,0,1,0,1,1,0,1,1
95022,0,1,1,0,0,1,0,1,1,1,0,0
95023,0,1,1,0,0,1,0,1,1,1,1,1
95024,0,1,1,0,0,1,1,0,0,0,0,0
95025,0,1,1,0,0,1,1,0,0,0,1,0
95026,0,1,1,0,0,1,1,0,0,1,0,1
95027,0,1,1,0,0,1,1,0,0,1,1,1
95028,0,1,1,0,0,1,1,0,1,0,0,1
95029,0,1,1,0,0,1,1,0,1,0,1,1
95030,0,1,1,0,0,1,1,0,1,1,0,0
95031,0,1,1,0,0,1,1,0,1,1,1,0
95032,0,1,1,0,0,1,1,1,0,0,0,0
95033,0,1,1,0,0,1,1,1,0,0,1,0
95034,0,1,1,0,0,1,1,1,0,1,0,1
95035,0,1,1,0,0,1,1,1,0,1,1,1
95036,0,1,1,0,0,1,1,1,1,0,0,1
95037,0,1,1,0,0,1,1,1,1,0,1,1
95038,0,1,1,0,0,1,1,1,1,1,0,0
95039,0,1,1,0,0,1,1,1,1,1,1,1
95040,0,1,1,0,1,0,0,0,0,0,0,0
95041,0,1,1,0,1,0,0,0,0,0,1,1
95042,0,1,1,0,1,0,0,0,0,1,0,1
95043,0,1,1,0,1,0,0,0,0,1,1,0
95044,0,1,1,0,1,0,0,0,1,0,0,1
95045,0,1,1,0,1,0,0,0,1,0,1,0
95046,0,1,1,0,1,0,0,0,1,1,0,0
95047,0,1,1,0,1,0,0,0,1,1,1,0
95048,0,1,1,0,1,0,0,1,0,0,0,0
95049,0,1,1,0,1,0,0,1,0,0,1,1
95050,0,1,1,0,1,0,0,1,0,1,0,1
95051,0,1,1,0,1,0,0,1,0,1,1,0
95052,0,1,1,0,1,0,0,1,1,0,0,1
95053,0,1,1,0,1,0,0,1,1,0,1,0
95054,0,1,1,0,1,0,0,1,1,1,0,0
95055,0,1,1,0,1,0,0,1,1,1,1,1
95056,0,1,1,0,1,0,1,0,0,0,0,0
95057,0,1,1,0,1,0,1,0,0,0,1,1
95058,0,1,1,0,1,0,1,0,0,1,0,1
95059,0,1,1,0,1,0,1,0,0,1,1,1
95060,0,1,1,0,1,0,1,0,1,0,0,1
95061,0,1,1,0,1,0,1,0,1,0,1,0
95062,0,1,1,0,1,0,1,0,1,1,0,0
95063,0,1,1,0,1,0,1,0,1,1,1,0
95064,0,1,1,0,1,0,1,1,0,0,0,0
95065,0,1,1,0,1,0,1,1,0,0,1,1
95066,0,1,1,0,1,0,1,1,0,1,0,1
95067,0,1,1,0,1,0,1,1,0,1,1,1
95068,0,1,1,0,1,0,1,1,1,0,0,1
95069,0,1,1,0,1,0,1,1,1,0,1,0
95070,0,1,1,0,1,0,1,1,1,1,0,0
95071,0,1,1,0,1,0,1,1,1,1,1,1
95072,0,1,1,0,1,1,0,0,0,0,0,0
95073,0,1,1,0,1,1,0,0,0,0,1,1
95074,0,1,1,0,1,1,0,0,0,1,0,1
95075,0,1,1,0,1,1,0,0,0,1,1,0
95076,0,1,1,0,1,1,0,0,1,0,0,1
95077,0,1,1,0,1,1,0,0,1,0,1,1
95078,0,1,1,0,1,1,0,0,1,1,0,0
95079,0,1,1,0,1,1,0,0,1,1,1,0
95080,0,1,1,0,1,1,0,1,0,0,0,0
95081,0,1,1,0,1,1,0,1,0,0,1,1
95082,0,1,1,0,1,1,0,1,0,1,0,1
95083,0,1,1,0,1,1,0,1,0,1,1,0
95084,0,1,1,0,1,1,0,1,1,0,0,1
95085,0,1,1,0,1,1,0,1,1,0,1,1
95086,0,1,1,0,1,1,0,1,1,1,0,0
95087,0,1,1,0,1,1,0,1,1,1,1,1
95088,0,1,1,0,1,1,1,0,0,0,0,0
95089,0,1,1,0,1,1,1,0,0,0,1,1
95090,0,1,1,0,1,1,1,0,0,1,0,1
95091,0,1,1,0,1,1,1,0,0,1,1,1
95092,0,1,1,0,1,1,1,0,1,0,0,1
95093,0,1,1,0,1,1,1,0,1,0,1,1
95094,0,1,1,0,1,1,1,0,1,1,0,0
95095,0,1,1,0,1,1,1,0,1,1,1,0
95096,0,1,1,0,1,1,1,1,0,0,0,0
95097,0,1,1,0,1,1,1,1,0,0,1,1
95098,0,1,1,0,1,1,1,1,0,1,0,1
95099,0,1,1,0,1,1,1,1,0,1,1,1
95100,0,1,1,0,1,1,1,1,1,0,0,1
95101,0,1,1,0,1,1,1,1,1,0,1,1
95102,0,1,1,0,1,1,1,1,1,1,0,0
95103,0,1,1,0,1,1,1,1,1,1,1,1
95104,0,1,1,1,0,0,0,0,0,0,0,0
95105,0,1,1,1,0,0,0,0,0,0,1,0
95106,0,1,1,1,0,0,0,0,0,1,0,1
95107,0,1,1,1,0,0,0,0,0,1,1,0
95108,0,1,1,1,0,0,0,0,1,0,0,1
95109,0,1,1,1,0,0,0,0,1,0,1,0
95110,0,1,1,1,0,0,0,0,1,1,0,1
95111,0,1,1,1,0,0,0,0,1,1,1,0
95112,0,1,1,1,0,0,0,1,0,0,0,0
95113,0,1,1,1,0,0,0,1,0,0,1,0
95114,0,1,1,1,0,0,0,1,0,1,0,1
95115,0,1,1,1,0,0,0,1,0,1,1,0
95116,0,1,1,1,0,0,0,1,1,0,0,1
95117,0,1,1,1,0,0,0,1,1,0,1,0
95118,0,1,1,1,0,0,0,1,1,1,0,1
95119,0,1,1,1,0,0,0,1,1,1,1,1
95120,0,1,1,1,0,0,1,0,0,0,0,0
95121,0,1,1,1,0,0,1,0,0,0,1,0
95122,0,1,1,1,0,0,1,0,0,1,0,1
95123,0,1,1,1,0,0,1,0,0,1,1,1
95124,0,1,1,1,0,0,1,0,1,0,0,1
95125,0,1,1,1,0,0,1,0,1,0,1,0
95126,0,1,1,1,0,0,1,0,1,1,0,1
95127,0,1,1,1,0,0,1,0,1,1,1,0
95128,0,1,1,1,0,0,1,1,0,0,0,0
95129,0,1,1,1,0,0,1,1,0,0,1,0
95130,0,1,1,1,0,0,1,1,0,1,0,1
95131,0,1,1,1,0,0,1,1,0,1,1,1
95132,0,1,1,1,0,0,1,1,1,0,0,1
95133,0,1,1,1,0,0,1,1,1,0,1,0
95134,0,1,1,1,0,0,1,1,1,1,0,1
95135,0,1,1,1,0,0,1,1,1,1,1,1
95136,0,1,1,1,0,1,0,0,0,0,0,0
95137,0,1,1,1,0,1,0,0,0,0,1,0
95138,0,1,1,1,0,1,0,0,0,1,0,1
95139,0,1,1,1,0,1,0,0,0,1,1,0
95140,0,1,1,1,0,1,0,0,1,0,0,1
95141,0,1,1,1,0,1,0,0,1,0,1,1
95142,0,1,1,1,0,1,0,0,1,1,0,1
95143,0,1,1,1,0,1,0,0,1,1,1,0
95144,0,1,1,1,0,1,0,1,0,0,0,0
95145,0,1,1,1,0,1,0,1,0,0,1,0
95146,0,1,1,1,0,1,0,1,0,1,0,1
95147,0,1,1,1,0,1,0,1,0,1,1,0
95148,0,1,1,1,0,1,0,1,1,0,0,1
95149,0,1,1,1,0,1,0,1,1,0,1,1
95150,0,1,1,1,0,1,0,1,1,1,0,1
95151,0,1,1,1,0,1,0,1,1,1,1,1
95152,0,1,1,1,0,1,1,0,0,0,0,0
95153,0,1,1,1,0,1,1,0,0,0,1,0
95154,0,1,1,1,0,1,1,0,0,1,0,1
95155,0,1,1,1,0,1,1,0,0,1,1,1
95156,0,1,1,1,0,1,1,0,1,0,0,1
95157,0,1,1,1,0,1,1,0,1,0,1,1
95158,0,1,1,1,0,1,1,0,1,1,0,1
95159,0,1,1,1,0,1,1,0,1,1,1,0
95160,0,1,1,1,0,1,1,1,0,0,0,0
95161,0,1,1,1,0,1,1,1,0,0,1,0
95162,0,1,1,1,0,1,1,1,0,1,0,1
95163,0,1,1,1,0,1,1,1,0,1,1,1
95164,0,1,1,1,0,1,1,1,1,0,0,1
95165,0,1,1,1,0,1,1,1,1,0,1,1
95166,0,1,1,1,0,1,1,1,1,1,0,1
95167,0,1,1,1,0,1,1,1,1,1,1,1
95168,0,1,1,1,1,0,0,0,0,0,0,0
95169,0,1,1,1,1,0,0,0,0,0,1,1
95170,0,1,1,1,1,0,0,0,0,1,0,1
95171,0,1,1,1,1,0,0,0,0,1,1,0
95172,0,1,1,1,1,0,0,0,1,0,0,1
95173,0,1,1,1,1,0,0,0,1,0,1,0
95174,0,1,1,1,1,0,0,0,1,1,0,1
95175,0,1,1,1,1,0,0,0,1,1,1,0
95176,0,1,1,1,1,0,0,1,0,0,0,0
95177,0,1,1,1,1,0,0,1,0,0,1,1
95178,0,1,1,1,1,0,0,1,0,1,0,1
95179,0,1,1,1,1,0,0,1,0,1,1,0
95180,0,1,1,1,1,0,0,1,1,0,0,1
95181,0,1,1,1,1,0,0,1,1,0,1,0
95182,0,1,1,1,1,0,0,1,1,1,0,1
95183,0,1,1,1,1,0,0,1,1,1,1,1
95184,0,1,1,1,1,0,1,0,0,0,0,0
95185,0,1,1,1,1,0,1,0,0,0,1,1
95186,0,1,1,1,1,0,1,0,0,1,0,1
95187,0,1,1,1,1,0,1,0,0,1,1,1
95188,0,1,1,1,1,0,1,0,1,0,0,1
95189,0,1,1,1,1,0,1,0,1,0,1,0
95190,0,1,1,1,1,0,1,0,1,1,0,1
95191,0,1,1,1,1,0,1,0,1,1,1,0
95192,0,1,1,1,1,0,1,1,0,0,0,0
95193,0,1,1,1,1,0,1,1,0,0,1,1
95194,0,1,1,1,1,0,1,1,0,1,0,1
95195,0,1,1,1,1,0,1,1,0,1,1,1
95196,0,1,1,1,1,0,1,1,1,0,0,1
95197,0,1,1,1,1,0,1,1,1,0,1,0
95198,0,1,1,1,1,0,1,1,1,1,0,1
95199,0,1,1,1,1,0,1,1,1,1,1,1
95200,0,1,1,1,1,1,0,0,0,0,0,0
95201,0,1,1,1,1,1,0,0,0,0,1,1
95202,0,1,1,1,1,1,0,0,0,1,0,1
95203,0,1,1,1,1,1,0,0,0,1,1,0
95204,0,1,1,1,1,1,0,0,1,0,0,1
95205,0,1,1,1,1,1,0,0,1,0,1,1
95206,0,1,1,1,1,1,0,0,1,1,0,1
95207,0,1,1,1,1,1,0,0,1,1,1,0
95208,0,1,1,1,1,1,0,1,0,0,0,0
95209,0,1,1,1,1,1,0,1,0,0,1,1
95210,0,1,1,1,1,1,0,1,0,1,0,1
95211,0,1,1,1,1,1,0,1,0,1,1,0
95212,0,1,1,1,1,1,0,1,1,0,0,1
95213,0,1,1,1,1,1,0,1,1,0,1,1
95214,0,1,1,1,1,1,0,1,1,1,0,1
95215,0,1,1,1,1,1,0,1,1,1,1,1
95216,0,1,1,1,1,1,1,0,0,0,0,0
95217,0,1,1,1,1,1,1,0,0,0,1,1
95218,0,1,1,1,1,1,1,0,0,1,0,1
95219,0,1,1,1,1,1,1,0,0,1,1,1
95220,0,1,1,1,1,1,1,0,1,0,0,1
95221,0,1,1,1,1,1,1,0,1,0,1,1
95222,0,1,1,1,1,1,1,0,1,1,0,1
95223,0,1,1,1,1,1,1,0,1,1,1,0
95224,0,1,1,1,1,1,1,1,0,0,0,0
95225,0,1,1,1,1,1,1,1,0,0,1,1
95226,0,1,1,1,1,1,1,1,0,1,0,1
95227,0,1,1,1,1,1,1,1,0,1,1,1
95228,0,1,1,1,1,1,1,1,1,0,0,1
95229,0,1,1,1,1,1,1,1,1,0,1,1
95230,0,1,1,1,1,1,1,1,1,1,0,1
95231,0,1,1,1,1,1,1,1,1,1,1,1
95232,1,0,0,0,0,0,0,0,0,0,0,1
95233,1,0,0,0,0,0,0,0,0,0,1,0
95234,1,0,0,0,0,0,0,0,0,1,0,0
95235,1,0,0,0,0,0,0,0,0,1,1,0
95236,1,0,0,0,0,0,0,0,1,0,0,0
95237,1,0,0,0,0,0,0,0,1,0,1,0
95238,1,0,0,0,0,0,0,0,1,1,0,0
95239,1,0,0,0,0,0,0,0,1,1,1,0
95240,1,0,0,0,0,0,0,1,0,0,0,1
95241,1,0,0,0,0,0,0,1,0,0,1,0
95242,1,0,0,0,0,0,0,1,0,1,0,0
95243,1,0,0,0,0,0,0,1,0,1,1,0
95244,1,0,0,0,0,0,0,1,1,0,0,0
95245,1,0,0,0,0,0,0,1,1,0,1,0
95246,1,0,0,0,0,0,0,1,1,1,0,0
95247,1,0,0,0,0,0,0,1,1,1,1,1
95248,1,0,0,0,0,0,1,0,0,0,0,1
95249,1,0,0,0,0,0,1,0,0,0,1,0
95250,1,0,0,0,0,0,1,0,0,1,0,0
95251,1,0,0,0,0,0,1,0,0,1,1,1
95252,1,0,0,0,0,0,1,0,1,0,0,0
95253,1,0,0,0,0,0,1,0,1,0,1,0
95254,1,0,0,0,0,0,1,0,1,1,0,0
95255,1,0,0,0,0,0,1,0,1,1,1,0
95256,1,0,0,0,0,0,1,1,0,0,0,1
95257,1,0,0,0,0,0,1,1,0,0,1,0
95258,1,0,0,0,0,0,1,1,0,1,0,0
95259,1,0,0,0,0,0,1,1,0,1,1,1
95260,1,0,0,0,0,0,1,1,1,0,0,0
95261,1,0,0,0,0,0,1,1,1,0,1,0
95262,1,0,0,0,0,0,1,1,1,1,0,0
95263,1,0,0,0,0,0,1,1,1,1,1,1
95264,1,0,0,0,0,1,0,0,0,0,0,1
95265,1,0,0,0,0,1,0,0,0,0,1,0
95266,1,0,0,0,0,1,0,0,0,1,0,0
95267,1,0,0,0,0,1,0,0,0,1,1,0
95268,1,0,0,0,0,1,0,0,1,0,0,0
95269,1,0,0,0,0,1,0,0,1,0,1,1
95270,1,0,0,0,0,1,0,0,1,1,0,0
95271,1,0,0,0,0,1,0,0,1,1,1,0
95272,1,0,0,0,0,1,0,1,0,0,0,1
95273,1,0,0,0,0,1,0,1,0,0,1,0
95274,1,0,0,0,0,1,0,1,0,1,0,0
95275,1,0,0,0,0,1,0,1,0,1,1,0
95276,1,0,0,0,0,1,0,1,1,0,0,0
95277,1,0,0,0,0,1,0,1,1,0,1,1
95278,1,0,0,0,0,1,0,1,1,1,0,0
95279,1,0,0,0,0,1,0,1,1,1,1,1
95280,1,0,0,0,0,1,1,0,0,0,0,1
95281,1,0,0,0,0,1,1,0,0,0,1,0
95282,1,0,0,0,0,1,1,0,0,1,0,0
95283,1,0,0,0,0,1,1,0,0,1,1,1
95284,1,0,0,0,0,1,1,0,1,0,0,0
95285,1,0,0,0,0,1,1,0,1,0,1,1
95286,1,0,0,0,0,1,1,0,1,1,0,0
95287,1,0,0,0,0,1,1,0,1,1,1,0
95288,1,0,0,0,0,1,1,1,0,0,0,1
95289,1,0,0,0,0,1,1,1,0,0,1,0
95290,1,0,0,0,0,1,1,1,0,1,0,0
95291,1,0,0,0,0,1,1,1,0,1,1,1
95292,1,0,0,0,0,1,1,1,1,0,0,0
95293,1,0,0,0,0,1,1,1,1,0,1,1
95294,1,0,0,0,0,1,1,1,1,1,0,0
95295,1,0,0,0,0,1,1,1,1,1,1,1
95296,1,0,0,0,1,0,0,0,0,0,0,1
95297,1,0,0,0,1,0,0,0,0,0,1,1
95298,1,0,0,0,1,0,0,0,0,1,0,0
95299,1,0,0,0,1,0,0,0,0,1,1,0
95300,1,0,0,0,1,0,0,0,1,0,0,0
95301,1,0,0,0,1,0,0,0,1,0,1,0
95302,1,0,0,0,1,0,0,0,1,1,0,0
95303,1,0,0,0,1,0,0,0,1,1,1,0
95304,1,0,0,0,1,0,0,1,0,0,0,1
95305,1,0,0,0,1,0,0,1,0,0,1,1
95306,1,0,0,0,1,0,0,1,0,1,0,0
95307,1,0,0,0,1,0,0,1,0,1,1,0
95308,1,0,0,0,1,0,0,1,1,0,0,0
95309,1,0,0,0,1,0,0,1,1,0,1,0
95310,1,0,0,0,1,0,0,1,1,1,0,0
95311,1,0,0,0,1,0,0,1,1,1,1,1
95312,1,0,0,0,1,0,1,0,0,0,0,1
95313,1,0,0,0,1,0,1,0,0,0,1,1
95314,1,0,0,0,1,0,1,0,0,1,0,0
95315,1,0,0,0,1,0,1,0,0,1,1,1
95316,1,0,0,0,1,0,1,0,1,0,0,0
95317,1,0,0,0,1,0,1,0,1,0,1,0
95318,1,0,0,0,1,0,1,0,1,1,0,0
95319,1,0,0,0,1,0,1,0,1,1,1,0
95320,1,0,0,0,1,0,1,1,0,0,0,1
95321,1,0,0,0,1,0,1,1,0,0,1,1
95322,1,0,0,0,1,0,1,1,0,1,0,0
95323,1,0,0,0,1,0,1,1,0,1,1,1
95324,1,0,0,0,1,0,1,1,1,0,0,0
95325,1,0,0,0,1,0,1,1,1,0,1,0
95326,1,0,0,0,1,0,1,1,1,1,0,0
95327,1,0,0,0,1,0,1,1,1,1,1,1
95328,1,0,0,0,1,1,0,0,0,0,0,1
95329,1,0,0,0,1,1,0,0,0,0,1,1
95330,1,0,0,0,1,1,0,0,0,1,0,0
95331,1,0,0,0,1,1,0,0,0,1,1,0
95332,1,0,0,0,1,1,0,0,1,0,0,0
95333,1,0,0,0,1,1,0,0,1,0,1,1
95334,1,0,0,0,1,1,0,0,1,1,0,0
95335,1,0,0,0,1,1,0,0,1,1,1,0
95336,1,0,0,0,1,1,0,1,0,0,0,1
95337,1,0,0,0,1,1,0,1,0,0,1,1
95338,1,0,0,0,1,1,0,1,0,1,0,0
95339,1,0,0,0,1,1,0,1,0,1,1,0
